trip_id,date,shift,mode,site_id,vendor_id,driver_id,vehicle_id,direction,scheduled_at,actual_at,planned_km,actual_km,seats,occupancy,status,night_escort
T006149,1782000000000,S2,nodal,SITE3,V05,D0115,KA01AB1068,login,1782030600000,1782030600000,31.30,34.84,12,8,closed,true
T006150,1785196800000,S3,cab,SITE4,V01,D0177,KA01AB0109,login,1785252600000,1785252660000,41.08,39.71,4,1,closed,true
T006151,1785024000000,S2,nodal,SITE2,V12,D0117,KA01AB1453,logout,1785087000000,1785087000000,20.21,20.92,12,12,closed,true
T006152,1782864000000,S1,shuttle,SITE3,V04,D0202,KA01AB1583,login,1782873000000,1782873180000,8.68,9.97,24,17,closed,true
T006153,1783814400000,S1,shuttle,SITE4,V11,D0027,KA01AB0597,login,1783823400000,1783823520000,16.46,18.26,24,15,closed,true
T006154,1780963200000,S3,nodal,SITE4,V12,D0113,KA01AB1657,login,1781019000000,1781020440000,13.11,15.01,12,8,closed,true
T006155,1787270400000,S1,cab,SITE4,V01,D0120,KA01AB0322,logout,1787311800000,1787311920000,34.55,35.82,4,3,closed,true
T006156,1784160000000,S2,cab,SITE3,V10,D0104,KA01AB1856,logout,1784223000000,1784223060000,28.46,30.23,4,3,closed,true
T006157,1785715200000,S3,shuttle,SITE2,V08,D0269,KA01AB1403,login,1785771000000,1785771240000,14.29,16.33,24,20,closed,true
T006158,1783728000000,S3,shuttle,SITE3,V09,D0101,KA01AB1454,login,1783783800000,1783785960000,11.25,12.15,24,19,closed,true
T006159,1782691200000,S2,cab,SITE1,V02,D0105,KA01AB1459,logout,1782754200000,1782754320000,15.42,16.38,4,1,closed,true
T006160,1780963200000,S3,shuttle,SITE1,V12,D0223,KA01AB0474,logout,1780961400000,1780961640000,31.44,33.81,24,4,closed,true
T006161,1781136000000,S1,cab,SITE1,V10,D0262,KA01AB0653,logout,1781177400000,1781177580000,11.39,11.31,4,1,closed,true
T006162,1782086400000,S2,shuttle,SITE3,V03,D0264,KA01AB0770,logout,1782149400000,1782151680000,33.32,32.01,24,18,closed,true
T006163,1788048000000,S2,nodal,SITE2,V07,D0369,KA01AB0696,login,1788078600000,1788080400000,30.06,29.18,12,12,closed,true
T006164,1781827200000,S2,shuttle,SITE1,V03,D0063,KA01AB0595,login,1781857800000,1781857860000,16.52,17.02,24,24,closed,true
T006165,1781654400000,S2,nodal,SITE1,V05,D0366,KA01AB0728,login,1781685000000,1781685060000,20.43,23.24,12,4,closed,true
T006166,1782172800000,S2,shuttle,SITE1,V07,D0117,KA01AB0423,login,1782203400000,1782205020000,40.41,38.44,24,10,closed,true
T006167,1786320000000,S1,shuttle,SITE3,V10,D0035,KA01AB0887,login,1786329000000,1786329000000,20.11,20.30,24,14,closed,true
T006168,1787443200000,S2,cab,SITE4,V08,D0365,KA01AB0414,logout,1787506200000,1787508900000,26.06,26.39,4,2,closed,true
T006169,1784592000000,S1,cab,SITE3,V03,D0376,KA01AB1974,logout,1784633400000,1784633580000,15.53,14.80,4,3,closed,true
T006170,1787356800000,S1,cab,SITE3,V03,D0337,KA01AB1571,login,1787365800000,1787366220000,34.31,35.75,4,1,closed,true
T006171,1784073600000,S1,shuttle,SITE4,V09,D0081,KA01AB1556,logout,1784115000000,1784115000000,16.14,17.73,24,9,closed,true
T006172,1788393600000,S1,shuttle,SITE3,V10,D0094,KA01AB1506,logout,1788435000000,1788435060000,30.77,31.83,24,21,closed,true
T006173,1787184000000,S3,cab,SITE2,V10,D0269,KA01AB0806,login,1787239800000,1787239860000,16.94,17.65,4,1,closed,true
T006174,1782604800000,S1,shuttle,SITE3,V06,D0292,KA01AB0272,logout,1782646200000,1782646200000,17.75,17.55,24,16,closed,true
T006175,1786752000000,S3,shuttle,SITE3,V04,D0029,KA01AB1041,logout,1786750200000,1786751880000,12.37,12.80,24,20,closed,true
T006176,1781481600000,S1,shuttle,SITE4,V10,D0080,KA01AB1512,logout,1781523000000,1781525580000,20.10,20.67,24,16,closed,true,UNEXPECTED_EXTRA_FIELD
T006177,1782000000000,S3,cab,SITE4,V05,D0258,KA01AB1432,login,1782055800000,1782055800000,14.62,15.52,4,1,closed,true
T006178,1781136000000,S3,shuttle,SITE3,V05,D0009,KA01AB0000,logout,1781134200000,1781134200000,14.75,15.34,24,18,closed,true
T006179,1786060800000,S3,cab,SITE1,V04,D0208,KA01AB1116,login,1786116600000,1786116660000,25.59,24.58,4,3,closed,true
T006180,1784937600000,S2,cab,SITE1,V11,D0136,KA01AB1777,logout,1785000600000,1785000660000,42.70,42.70,4,1,closed,true
T006181,1788048000000,S3,cab,SITE3,V10,D0365,KA01AB1586,logout,1788046200000,1788046200000,29.69,30.92,4,2,closed,true
T006182,1785369600000,S2,cab,SITE3,V02,D0395,KA01AB1098,login,1785400200000,1785400200000,26.01,26.83,4,3,closed,true
T006183,1786579200000,S3,nodal,SITE1,V04,D0197,KA01AB1472,login,1786635000000,1786636800000,34.22,32.56,12,9,closed,true
T006184,1782000000000,S3,cab,SITE4,V07,D0061,KA01AB1545,logout,1781998200000,1781998380000,20.61,21.62,4,3,closed,true,UNEXPECTED_EXTRA_FIELD
T006185,1782172800000,S3,cab,SITE4,V04,D0371,KA01AB0991,logout,1782171000000,,18.81,21.24,4,1,open,true
T006186,1781136000000,S3,nodal,SITE2,V12,D0340,KA01AB1232,login,1781191800000,1781191860000,39.34,37.57,12,1,closed,true
T006187,1786665600000,S2,shuttle,SITE2,V02,D0312,KA01AB1201,login,1786696200000,1786696380000,17.72,18.91,24,6,closed,true
T006188,1784160000000,S1,nodal,SITE3,V06,D0049,KA01AB1017,login,1784169000000,1784169000000,40.59,45.01,12,7,closed,true
T006189,1784937600000,S3,cab,SITE1,V02,D0087,KA01AB0382,logout,1784935800000,1784935800000,18.30,18.77,4,4,closed,true
T006190,1787961600000,S1,nodal,SITE1,V12,D0115,KA01AB1060,logout,1788003000000,1788003000000,39.71,40.63,12,11,closed,true
T006191,1788134400000,S2,shuttle,SITE4,V03,D0366,KA01AB0982,login,1788165000000,1788165240000,10.01,9.90,24,18,closed,true
T006192,1783468800000,S2,cab,SITE2,V06,D0272,KA01AB0342,logout,1783531800000,1783531800000,33.24,32.19,4,2,closed,true
T006193,1785715200000,S2,nodal,SITE1,V01,D0049,KA01AB0816,login,1785745800000,1785745920000,31.83,30.35,12,9,closed,true,UNEXPECTED_EXTRA_FIELD
T006194,1787011200000,S3,shuttle,SITE2,V01,D0094,KA01AB0762,login,1787067000000,1787067180000,38.17,39.75,24,21,closed,true
T006195,1785196800000,S1,nodal,SITE1,V03,D0258,KA01AB1189,login,1785205800000,1785206220000,11.07,11.10,12,6,closed,true
T006196,1783814400000,S3,shuttle,SITE2,V06,D0172,KA01AB0022,login,1783870200000,1783870380000,19.64,19.82,24,13,closed,true
T006197,1784592000000,S3,shuttle,SITE2,V05,D0166,KA01AB0401,logout,1784590200000,1784590440000,33.05,35.65,24,7,closed,true
T006198,1787184000000,S2,cab,SITE1,V01,D0362,KA01AB0549,login,1787214600000,1787214780000,10.69,11.32,4,4,closed,true
T006199,1786233600000,S2,cab,SITE3,V10,D0191,KA01AB0117,login,1786264200000,1786264320000,12.82,14.01,4,2,closed,true
T006200,1783555200000,S1,shuttle,SITE4,V06,D0358,KA01AB1302,logout,1783596600000,1783597080000,30.47,29.98,24,24,closed,true
T006201,1781568000000,S1,nodal,SITE2,V06,D0270,KA01AB0905,logout,1781609400000,1781609400000,25.61,28.56,12,2,closed,true
T006202,1785974400000,S2,nodal,SITE3,V01,D0028,KA01AB0969,login,1786005000000,1786005120000,16.75,17.42,12,7,closed,true
T006203,1782691200000,S3,shuttle,SITE1,V03,D0018,KA01AB1564,logout,1782689400000,1782689460000,9.36,9.60,24,12,closed,true
T006204,1786406400000,S1,nodal,SITE1,V05,D0170,KA01AB1068,logout,1786447800000,1786448040000,22.56,24.08,12,9,closed,true
T006205,1782518400000,S1,nodal,SITE4,V04,D0317,KA01AB0886,login,1782527400000,1782527580000,19.24,20.12,12,7,closed,true
T006206,1783900800000,S3,cab,SITE3,V10,D0293,KA01AB0181,logout,1783899000000,1783899000000,8.81,9.46,4,4,closed,true
T006207,1784937600000,S3,shuttle,SITE4,V12,D0243,KA01AB0533,login,1784993400000,1784993580000,20.87,20.78,24,19,closed,true
T006208,1783123200000,S3,nodal,SITE2,V06,D0384,KA01AB0829,login,1783179000000,1783179240000,8.83,10.08,12,7,closed,true
T006209,1787443200000,S3,shuttle,SITE3,V11,D0118,KA01AB0647,login,1787499000000,1787499900000,37.37,38.72,24,4,closed,true
T006210,1781827200000,S3,cab,SITE2,V07,D0036,KA01AB0025,login,1781883000000,1781883240000,21.67,23.77,4,4,closed,true
T006211,1783209600000,S2,cab,SITE3,V08,D0067,KA01AB0812,login,1783240200000,1783240320000,31.08,32.44,4,1,closed,true
T006212,1785542400000,S2,nodal,SITE3,V08,D0164,KA01AB0991,logout,1785605400000,1785605880000,34.49,35.25,12,5,closed,true
T006213,1787529600000,S1,cab,SITE1,V07,D0221,KA01AB1443,login,1787538600000,1787539080000,23.52,26.68,4,4,closed,true
T006214,1782864000000,S1,cab,SITE3,V09,D0052,KA01AB0273,logout,1782905400000,1782905460000,41.90,46.21,4,1,closed,true
T006215,1783555200000,S2,cab,SITE4,V10,D0285,KA01AB1626,login,1783585800000,1783586040000,29.76,33.46,4,4,closed,true
T006216,1785628800000,S1,shuttle,SITE1,V02,D0300,KA01AB0610,logout,1785670200000,1785670260000,42.92,48.93,24,3,closed,true
T006217,1788134400000,S2,cab,SITE4,V10,D0354,KA01AB1809,login,1788165000000,1788165240000,30.83,32.30,4,4,closed,true
T006218,1781827200000,S2,nodal,SITE3,V07,D0008,KA01AB1105,logout,1781890200000,1781890380000,30.14,34.54,12,3,closed,false
T006219,1786492800000,S3,nodal,SITE3,V04,D0292,KA01AB0974,logout,1786491000000,1786492620000,23.73,24.47,12,7,closed,true
T006220,1784851200000,S2,cab,SITE1,V07,D0011,KA01AB1375,login,1784881800000,1784882040000,40.17,45.78,4,3,closed,true
T006221,1785110400000,S1,cab,SITE3,V08,D0006,KA01AB0070,login,1785119400000,1785119520000,41.60,47.25,4,2,closed,true
T006222,1784937600000,S1,cab,SITE3,V01,D0329,KA01AB0571,login,1784946600000,1784946720000,31.01,31.28,4,3,closed,true
T006223,1786233600000,S2,nodal,SITE2,V02,D0214,KA01AB1782,logout,1786296600000,1786296660000,42.91,46.39,12,11,closed,true
T006224,1784937600000,S2,shuttle,SITE1,V07,D0380,KA01AB1283,logout,1785000600000,1785000660000,35.74,39.10,24,19,closed,false
T006225,1788307200000,S1,nodal,SITE1,V08,D0242,KA01AB1073,login,1788316200000,1788316440000,36.22,38.20,12,9,closed,true
T006226,1782086400000,S1,cab,SITE2,V05,D0196,KA01AB0997,logout,1782127800000,1782127860000,16.38,15.81,4,1,closed,true
T006227,1782604800000,S3,nodal,SITE2,V05,D0101,KA01AB1422,logout,1782603000000,1782604800000,16.75,18.17,12,4,closed,true
T006228,1787616000000,S3,shuttle,SITE1,V04,D0327,KA01AB0859,logout,1787614200000,1787614320000,26.23,25.38,24,3,closed,true
T006229,1788393600000,S2,cab,SITE3,V05,D0122,KA01AB0088,logout,1788456600000,1788456720000,34.28,39.16,4,4,closed,true
T006230,1786406400000,S3,cab,SITE1,V01,D0212,KA01AB1670,logout,1786404600000,1786404720000,31.41,33.29,4,1,closed,true
T006231,1781913600000,S3,cab,SITE3,V12,D0250,KA01AB1549,logout,1781911800000,1781911800000,23.22,22.62,4,1,closed,true
T006232,1785196800000,S1,cab,SITE1,V06,D0356,KA01AB0221,login,1785205800000,1785206040000,18.82,21.09,4,4,closed,true
T006233,1781136000000,S3,nodal,SITE3,V11,D0382,KA01AB0649,logout,1781134200000,1781134620000,35.43,37.14,12,10,closed,true
T006234,1787529600000,S2,shuttle,SITE1,V10,D0305,KA01AB0451,login,1787560200000,1787560380000,30.21,34.52,24,22,closed,true
T006235,1784851200000,S1,cab,SITE4,V07,D0227,KA01AB1667,logout,1784892600000,1784894220000,36.11,39.01,4,2,closed,true
T006236,1787443200000,S1,shuttle,SITE4,V01,D0188,KA01AB1299,login,1787452200000,1787452680000,10.24,11.41,24,4,closed,true,UNEXPECTED_EXTRA_FIELD
T006237,1783555200000,S2,cab,SITE1,V07,D0066,KA01AB1872,login,1783585800000,1783585860000,24.01,26.14,4,1,closed,true
T006238,1787184000000,S2,shuttle,SITE3,V11,D0322,KA01AB0034,login,1787214600000,1787214720000,29.41,30.79,24,1,closed,true
T006239,1786579200000,S1,cab,SITE2,V09,D0282,KA01AB0742,logout,1786620600000,1786620720000,35.63,40.31,4,4,closed,true
T006240,1788048000000,S3,shuttle,SITE1,V09,D0202,KA01AB1656,login,1788103800000,1788103980000,19.67,22.27,24,4,closed,true
T006241,1783641600000,S3,cab,SITE3,V09,D0047,KA01AB0827,login,1783697400000,1783697520000,12.79,14.44,4,4,closed,true,UNEXPECTED_EXTRA_FIELD
T006242,1784505600000,S1,cab,SITE2,V10,D0146,KA01AB1425,login,1784514600000,1784514780000,14.88,15.06,4,4,closed,true
T006243,1783123200000,S3,cab,SITE4,V02,D0159,KA01AB0025,login,1783179000000,1783179240000,33.82,36.16,4,2,closed,true
T006244,1786579200000,S2,shuttle,SITE1,V12,D0357,KA01AB1015,logout,1786642200000,1786642440000,29.93,31.74,24,20,closed,true
T006245,1783296000000,S1,shuttle,SITE1,V06,D0266,KA01AB1683,logout,1783337400000,1783337460000,35.19,33.89,24,8,closed,true
T006246,1783468800000,S3,nodal,SITE2,V09,D0085,KA01AB1995,login,1783524600000,1783526820000,22.09,23.97,12,11,closed,true
T006247,1781827200000,S1,cab,SITE4,V08,D0292,KA01AB1078,logout,1781868600000,1781868660000,31.93,33.99,4,2,closed,true
T006248,1786320000000,S1,cab,SITE1,V03,D0230,KA01AB1052,login,1786329000000,1786329180000,17.13,18.10,4,1,closed,true
T006249,1782259200000,S2,cab,SITE4,V03,D0185,KA01AB0042,login,1782289800000,1782292020000,11.27,12.82,4,2,closed,true
T006250,1783123200000,S1,nodal,SITE3,V12,D0142,KA01AB0982,logout,1783164600000,1783164660000,39.74,44.06,12,2,closed,true
T006251,1782777600000,S1,nodal,SITE1,V10,D0256,KA01AB0822,logout,1782819000000,1782819240000,15.87,15.46,12,10,closed,true
T006252,1786233600000,S2,nodal,SITE3,V05,D0358,KA01AB0058,login,1786264200000,1786264440000,13.48,14.85,12,3,closed,true
T006253,1788393600000,S3,cab,SITE2,V01,D0254,KA01AB0261,login,1788449400000,1788449460000,24.98,28.27,4,2,closed,true
T006254,1784851200000,S1,nodal,SITE4,V08,D0027,KA01AB0308,logout,1784892600000,1784892780000,8.01,7.62,12,3,closed,true
T006255,1788480000000,S2,cab,SITE2,V05,D0306,KA01AB1660,login,1788510600000,1788510660000,41.07,42.07,4,2,closed,true,UNEXPECTED_EXTRA_FIELD
T006256,1785024000000,S2,nodal,SITE4,V12,D0363,KA01AB1283,logout,1785087000000,1785087180000,16.28,15.59,12,8,closed,false
T006257,1784851200000,S2,shuttle,SITE1,V06,D0236,KA01AB0986,login,1784881800000,1784882040000,30.49,32.72,24,19,closed,true
T006258,1784764800000,S2,nodal,SITE3,V12,D0031,KA01AB1816,logout,1784827800000,1784829300000,27.55,28.25,12,11,closed,true
T006259,1783209600000,S3,shuttle,SITE1,V01,D0273,KA01AB0799,login,1783265400000,1783265640000,30.45,30.96,24,24,closed,true
T006260,1781049600000,S2,shuttle,SITE2,V06,D0263,KA01AB0730,login,1781080200000,1781080200000,40.53,42.87,24,19,closed,true
T006261,1786233600000,S2,cab,SITE4,V08,D0318,KA01AB1191,login,1786264200000,1786266900000,11.62,12.69,4,4,closed,true
T006262,1788393600000,S3,cab,SITE2,V05,D0076,KA01AB1922,login,1788449400000,1788449580000,28.17,27.49,4,2,closed,true
T006263,1785801600000,S1,shuttle,SITE3,V01,D0376,KA01AB0430,login,1785810600000,1785812100000,40.60,43.68,24,10,closed,true
T006264,1782691200000,S2,shuttle,SITE2,V01,D0235,KA01AB0045,logout,1782754200000,1782754320000,30.16,32.99,24,2,closed,true
T006265,1785888000000,S1,shuttle,SITE4,V03,D0141,KA01AB0369,logout,1785929400000,1785929520000,22.15,23.08,24,5,closed,true
T006266,1786406400000,S3,cab,SITE2,V10,D0063,KA01AB1137,logout,1786404600000,1786406400000,22.79,22.84,4,3,closed,true
T006267,1781568000000,S3,cab,SITE3,V03,D0321,KA01AB1795,logout,1781566200000,1781566380000,20.43,21.84,4,2,closed,true
T006268,1785715200000,S2,shuttle,SITE1,V03,D0104,KA01AB0874,login,1785745800000,1785745800000,18.08,20.46,24,6,closed,true
T006269,1784592000000,S1,shuttle,SITE2,V11,D0127,KA01AB0610,logout,1784633400000,1784633580000,32.07,36.61,24,6,closed,true
T006270,1783641600000,S1,cab,SITE2,V12,D0177,KA01AB1760,logout,1783683000000,1783683060000,29.97,32.91,4,1,closed,true,UNEXPECTED_EXTRA_FIELD
T006271,1787616000000,S3,shuttle,SITE1,V04,D0051,KA01AB0691,logout,1787614200000,1787614320000,12.19,13.33,24,3,closed,true
T006272,1783468800000,S3,cab,SITE3,V01,D0101,KA01AB0160,login,1783524600000,1783524840000,18.34,19.77,4,2,closed,true
T006273,1787011200000,S3,shuttle,SITE1,V04,D0268,KA01AB1147,logout,1787009400000,,15.06,16.05,24,3,open,true
T006274,1783296000000,S3,shuttle,SITE4,V10,D0037,KA01AB0068,login,1783351800000,1783351860000,23.98,26.45,24,24,closed,true
T006275,1787097600000,S3,shuttle,SITE3,V02,D0014,KA01AB0566,login,1787153400000,1787153520000,29.80,28.66,24,9,closed,true
T006276,1783814400000,S1,cab,SITE3,V05,D0151,KA01AB1645,logout,1783855800000,1783856280000,21.30,24.43,4,2,closed,true
T006277,1787702400000,S2,shuttle,SITE1,V06,D0372,KA01AB1698,logout,1787765400000,1787765400000,31.94,36.55,24,2,closed,true
T006278,1781308800000,S1,shuttle,SITE3,V03,D0328,KA01AB1837,login,1781317800000,1781317800000,30.02,29.81,24,12,closed,true
T006279,1788220800000,S3,cab,SITE1,V05,D0151,KA01AB1994,logout,1788219000000,1788220320000,18.08,19.21,4,2,closed,true
T006280,1782864000000,S2,cab,SITE2,V12,D0128,KA01AB0240,login,1782894600000,1782894780000,12.93,14.26,4,2,closed,true
T006281,1786752000000,S2,nodal,SITE1,V08,D0320,KA01AB1481,logout,1786815000000,1786815060000,37.94,38.42,12,8,closed,true
T006282,1780963200000,S2,nodal,SITE3,V12,D0178,KA01AB0090,logout,1781026200000,1781026200000,14.87,14.63,12,9,closed,true
T006283,1784937600000,S1,nodal,SITE4,V09,D0155,KA01AB0504,logout,1784979000000,1784979060000,18.41,20.91,12,2,closed,true
T006284,1782345600000,S1,nodal,SITE3,V02,D0352,KA01AB1996,logout,1782387000000,1782387120000,37.59,41.73,12,3,closed,true
T006285,1782345600000,S1,shuttle,SITE1,V03,D0193,KA01AB0655,logout,1782387000000,1782387240000,33.34,33.93,24,5,closed,true
T006286,1786924800000,S3,cab,SITE1,V08,D0159,KA01AB1585,logout,1786923000000,1786923180000,18.30,18.63,4,4,closed,true
T006287,1786406400000,S3,cab,SITE2,V04,D0306,KA01AB1853,login,1786462200000,1786462260000,34.59,34.18,4,3,closed,true
T006288,1787616000000,S3,nodal,SITE4,V02,D0166,KA01AB0771,login,1787671800000,1787672040000,34.24,34.91,12,9,closed,true
T006289,1783900800000,S1,nodal,SITE4,V06,D0131,KA01AB0976,logout,1783942200000,1783942200000,14.94,14.40,12,7,closed,true
T006290,1785801600000,S1,nodal,SITE3,V08,D0224,KA01AB0174,login,1785810600000,1785810720000,25.95,29.12,12,6,closed,true
T006291,1783036800000,S1,shuttle,SITE2,V08,D0379,KA01AB1545,login,1783045800000,1783045800000,23.10,23.72,24,16,closed,true
T006292,1786492800000,S1,shuttle,SITE3,V05,D0251,KA01AB0318,login,1786501800000,1786501920000,27.31,30.83,24,5,closed,true
T006293,1786320000000,S3,shuttle,SITE3,V07,D0328,KA01AB1440,login,1786375800000,1786375860000,39.46,43.81,24,20,closed,true
T006294,1784073600000,S3,shuttle,SITE2,V09,D0073,KA01AB0952,logout,1784071800000,1784071980000,42.63,41.86,24,7,closed,false
T006295,1784937600000,S3,nodal,SITE1,V01,D0079,KA01AB1169,login,1784993400000,1784993580000,40.63,40.33,12,1,closed,true
T006296,1781827200000,S2,nodal,SITE3,V05,D0333,KA01AB1453,logout,1781890200000,1781890440000,16.22,17.66,12,9,closed,true
T006297,1785542400000,S1,cab,SITE3,V08,D0275,KA01AB0527,login,1785551400000,1785551520000,27.89,28.16,4,1,closed,true
T006298,1785196800000,S3,nodal,SITE3,V01,D0077,KA01AB1492,logout,1785195000000,1785195060000,42.34,45.12,12,12,closed,true
T006299,1786924800000,S3,shuttle,SITE4,V08,D0148,KA01AB1020,logout,1786923000000,1786923240000,8.60,9.13,24,3,closed,true
T006300,1787875200000,S1,cab,SITE2,V10,D0191,KA01AB1059,login,1787884200000,1787884440000,31.37,35.00,4,2,closed,true
T006301,1785369600000,S1,cab,SITE1,V04,D0060,KA01AB1696,login,1785378600000,1785378780000,25.99,26.36,4,2,closed,true
T006302,1782432000000,S1,shuttle,SITE2,V10,D0040,KA01AB0859,logout,1782473400000,1782473520000,17.92,18.45,24,21,closed,true
T006303,1782604800000,S1,nodal,SITE4,V10,D0368,KA01AB0697,login,1782613800000,1782614040000,28.33,28.25,12,10,closed,true
T006304,1786492800000,S1,cab,SITE1,V06,D0275,KA01AB0765,logout,1786534200000,1786536000000,25.21,25.53,4,2,closed,true
T006305,1786406400000,S1,cab,SITE4,V11,D0363,KA01AB0369,logout,1786447800000,1786447920000,14.69,15.86,4,1,closed,true
T006306,1783468800000,S1,cab,SITE3,V07,D0173,KA01AB0175,login,1783477800000,1783478040000,25.95,26.12,4,4,closed,true
T006307,1784678400000,S3,shuttle,SITE4,V02,D0168,KA01AB0484,login,1784734200000,1784734440000,24.51,23.44,24,10,closed,true
T006308,1788393600000,S2,cab,SITE4,V10,D0267,KA01AB1386,logout,1788456600000,1788456840000,17.55,17.30,4,2,closed,true
T006309,1787443200000,S3,nodal,SITE3,V08,D0335,KA01AB0491,login,1787499000000,1787499060000,28.27,31.25,12,3,closed,true
T006310,1783382400000,S1,shuttle,SITE4,V12,D0163,KA01AB0298,logout,1783423800000,1783423860000,36.72,35.75,24,13,closed,true
T006311,1781827200000,S2,shuttle,SITE1,V11,D0280,KA01AB1707,login,1781857800000,1781857800000,14.81,16.57,24,8,closed,true
T006312,1785801600000,S2,cab,SITE3,V10,D0280,KA01AB0401,login,1785832200000,1785832200000,40.09,42.91,4,3,closed,true
T006313,1781049600000,S1,shuttle,SITE1,V04,D0021,KA01AB0922,logout,1781091000000,1781091000000,8.57,9.17,24,9,closed,true
T006314,1788480000000,S3,shuttle,SITE2,V12,D0259,KA01AB1365,login,1788535800000,1788535860000,35.82,34.96,24,13,closed,true
T006315,1785542400000,S1,nodal,SITE2,V11,D0164,KA01AB1984,logout,1785583800000,1785583920000,10.05,10.64,12,2,closed,true
T006316,1781222400000,S2,cab,SITE2,V09,D0393,KA01AB0916,login,1781253000000,1781253120000,30.13,32.81,4,4,closed,true
T006317,1786320000000,S1,cab,SITE4,V05,D0189,KA01AB0240,logout,1786361400000,1786361520000,20.20,19.82,4,3,closed,true
T006318,1787702400000,S2,cab,SITE4,V04,D0242,KA01AB0176,logout,1787765400000,1787765580000,30.67,31.57,4,4,closed,true
T006319,1780876800000,S1,cab,SITE1,V10,D0284,KA01AB1485,login,1780885800000,1780886040000,8.98,9.88,4,3,closed,true
T006320,1786233600000,S3,cab,SITE2,V10,D0324,KA01AB0504,logout,1786231800000,1786231920000,40.90,42.86,4,2,closed,true
T006321,1784937600000,S2,cab,SITE3,V07,D0046,KA01AB0878,logout,1785000600000,1785001200000,21.53,20.91,4,3,closed,true
T006322,1781827200000,S2,nodal,SITE2,V07,D0084,KA01AB1695,login,1781857800000,1781858040000,15.28,17.45,12,12,closed,true
T006323,1782172800000,S2,cab,SITE2,V11,D0242,KA01AB0786,login,1782203400000,1782203580000,23.43,22.66,4,2,closed,true
T006324,1786665600000,S3,nodal,SITE2,V11,D0131,KA01AB0383,login,1786721400000,1786721640000,20.04,19.89,12,2,closed,true
T006325,1785888000000,S3,nodal,SITE2,V08,D0014,KA01AB1659,logout,1785886200000,1785886380000,20.34,22.27,12,6,closed,true
T006326,1786924800000,S1,cab,SITE4,V03,D0118,KA01AB1708,logout,1786966200000,1786966260000,20.46,19.45,4,4,closed,true
T006327,1785369600000,S2,nodal,SITE4,V06,D0057,KA01AB1633,login,1785400200000,1785400260000,25.18,26.79,12,9,closed,true
T006328,1781049600000,S2,nodal,SITE3,V01,D0002,KA01AB0643,login,1781080200000,1781081160000,18.26,19.32,12,9,closed,true
T006329,1784678400000,S1,shuttle,SITE4,V06,D0177,KA01AB0961,logout,1784719800000,1784719920000,28.14,27.25,24,4,closed,true
T006330,1782691200000,S3,nodal,SITE3,V08,D0093,KA01AB0195,login,1782747000000,1782747240000,9.85,11.19,12,7,closed,true
T006331,1783468800000,S3,nodal,SITE3,V07,D0088,KA01AB1309,login,1783524600000,1783525440000,32.74,32.78,12,2,closed,true
T006332,1787875200000,S3,nodal,SITE2,V11,D0222,KA01AB0407,logout,1787873400000,1787875380000,33.25,33.09,12,11,closed,true
T006333,1784592000000,S2,shuttle,SITE4,V12,D0341,KA01AB1927,logout,1784655000000,1784655000000,24.00,27.27,24,18,closed,true
T006334,1784246400000,S1,shuttle,SITE3,V09,D0393,KA01AB1033,logout,1784287800000,1784290440000,13.41,15.37,24,4,closed,true
T006335,1786147200000,S3,cab,SITE4,V07,D0020,KA01AB0381,logout,1786145400000,1786145400000,41.34,43.52,4,3,closed,true
T006336,1785628800000,S2,cab,SITE2,V04,D0087,KA01AB0267,login,1785659400000,1785659520000,30.31,32.53,4,4,closed,true
T006337,1781654400000,S1,nodal,SITE3,V05,D0154,KA01AB1197,logout,1781695800000,1781696040000,18.68,19.11,12,8,closed,true
T006338,1782950400000,S1,shuttle,SITE4,V09,D0166,KA01AB0240,logout,1782991800000,1782991860000,26.08,25.74,24,8,closed,true
T006339,1786492800000,S2,nodal,SITE2,V07,D0362,KA01AB0963,login,1786523400000,1786523580000,28.12,27.56,12,7,closed,true
T006340,1783728000000,S2,cab,SITE4,V11,D0386,KA01AB0274,login,1783758600000,1783758840000,10.74,11.84,4,2,closed,true
T006341,1787875200000,S1,shuttle,SITE1,V12,D0395,KA01AB0042,login,1787884200000,1787884320000,25.46,27.60,24,1,closed,true
T006342,1787184000000,S1,nodal,SITE4,V09,D0063,KA01AB1241,login,1787193000000,1787193180000,10.57,11.77,12,6,closed,true
T006343,1780876800000,S1,nodal,SITE2,V07,D0008,KA01AB1735,logout,1780918200000,1780918320000,11.27,11.73,12,11,closed,true
T006344,1781308800000,S3,shuttle,SITE1,V08,D0290,KA01AB0234,login,1781364600000,1781364660000,24.38,24.78,24,18,closed,true
T006345,1783987200000,S1,nodal,SITE4,V07,D0245,KA01AB0501,logout,1784028600000,1784030460000,33.44,33.21,12,5,closed,true
T006346,1781136000000,S2,shuttle,SITE1,V10,D0141,KA01AB1036,logout,1781199000000,1781199120000,32.64,33.60,24,20,closed,true
T006347,1781049600000,S1,nodal,SITE2,V09,D0238,KA01AB0615,login,1781058600000,1781058840000,34.06,33.19,12,9,closed,true
T006348,1783468800000,S2,cab,SITE3,V07,D0094,KA01AB0124,logout,1783531800000,1783531860000,10.07,11.14,4,1,closed,false
T006349,1786060800000,S3,shuttle,SITE1,V11,D0294,KA01AB1373,logout,1786059000000,1786060800000,37.39,40.52,24,22,closed,true
