trip_id,vendor_id,base_inr,km_inr,wait_inr,total_inr
T005986,V03,140,469,38,647
T005987,V05,176,556,61,793
T005988,V11,178,482,57,717
T005989,V03,132,152,50,334
T005990,V02,150,331,62,543
T005991,V07,164,293,166,623
T005992,V07,144,546,47,737
T005993,V12,199,480,60,739
T005994,V04,147,297,41,485
T005995,V07,189,535,63,787
T005996,V11,188,515,18,721
T005997,V12,174,202,41,417
T005998,V01,178,244,57,479
T005999,V02,144,385,38,567
T006000,V04,166,335,15,516
T006001,V05,128,229,63,420
T006002,V07,146,370,168,684
T006003,V10,197,647,32,876
T006004,V02,140,215,34,389
T006005,V11,193,360,24,577
T006006,V09,161,673,52,886
T006007,V07,145,315,44,504
T006008,V05,156,503,34,693
T006009,V10,154,381,47,582
T006010,V06,158,229,37,424
T006011,V02,140,593,65,798
T006012,V05,181,343,69,593
T006013,V03,160,350,43,553
T006014,V08,167,581,44,792
T006015,V10,187,125,66,378
T006016,V03,165,151,59,375
T006017,V12,155,181,29,365
T006018,V04,123,636,66,825
T006019,V11,182,221,25,428
T006020,V02,172,133,24,329
T006021,V08,176,302,13,491
T006022,V06,151,556,20,727
T006023,V12,179,304,22,505
T006024,V09,150,162,29,341
T006025,V03,133,501,44,678
T006026,V12,156,177,38,371
T006027,V05,184,358,43,585
T006028,V12,180,567,26,773
T006029,V08,195,614,47,856
T006030,V08,182,565,36,783
T006031,V10,171,575,64,810
T006032,V06,179,404,68,651
T006033,V04,174,526,58,758
T006034,V12,182,476,12,670
T006035,V01,164,241,21,426
T006036,V03,130,658,63,851
T006037,V07,174,169,163,506
T006038,V05,152,476,29,657
T006039,V08,169,178,59,406
T006040,V01,176,606,20,802
T006041,V08,121,561,49,731
T006042,V03,156,678,24,858
T992277,V02,160,538,13,711
T006044,V09,133,518,24,675
T006045,V10,191,614,44,849
T006046,V07,135,183,128,446
T006047,V04,122,263,54,439
T006048,V08,191,364,26,581
T006049,V05,165,245,33,443
T006050,V09,136,237,33,406
T006051,V05,162,450,61,673
T006052,V09,158,502,57,717
T006053,V11,136,579,28,743
T006054,V09,128,552,53,733
T006055,V05,189,480,62,731
T006056,V12,142,518,54,714
T006057,V02,171,449,16,636
T006058,V07,139,459,47,645
T006059,V07,143,605,117,865
T006060,V06,139,363,17,519
T006061,V12,165,178,48,391
T006062,V04,134,233,43,410
T006063,V11,141,336,11,488
T006064,V10,179,616,33,828
T006065,V09,137,245,14,396
T006066,V02,189,508,10,707
T006067,V10,140,117,52,309
T006068,V02,129,340,25,494
T006069,V03,139,459,28,626
T006070,V01,141,281,11,433
T006071,V09,159,148,45,352
T006072,V12,130,195,16,341
T006073,V12,193,285,53,531
T006074,V09,163,563,31,757
T006075,V07,156,211,118,485
T006076,V10,131,309,24,464
T006077,V12,159,267,40,466
T006078,V07,170,396,148,714
T006079,V09,152,643,25,820
T006080,V12,192,444,35,671
T006081,V03,185,345,27,557
T006082,V07,128,542,86,756
T006083,V06,181,274,36,491
T006084,V05,150,387,60,597
T993010,V06,131,525,69,725
T006086,V03,193,407,19,619
T006087,V09,153,406,68,627
T006088,V04,123,548,27,698
T006089,V10,175,367,69,611
T006090,V03,167,440,11,618
T006091,V10,152,371,40,563
T006092,V12,181,339,36,556
T006093,V04,121,535,51,707
T006094,V04,177,339,39,555
T006095,V01,196,404,32,632
T990077,V04,192,156,54,402
T006097,V10,164,426,56,646
T006098,V06,127,434,42,603
T006099,V02,188,225,13,426
T006100,V02,138,328,31,497
T006101,V04,198,499,20,717
T006102,V05,144,389,38,571
T006103,V09,155,167,38,360
T006104,V11,125,313,62,500
T006105,V05,198,197,44,439
T006106,V05,142,251,21,414
T006107,V02,135,250,31,416
T006108,V10,194,287,28,509
T006109,V07,141,525,55,721
T006110,V06,138,129,24,291
T006111,V12,171,129,15,315
T006112,V08,136,332,38,506
T006113,V10,179,475,27,681
T006114,V07,147,587,138,872
T006115,V02,157,498,57,712
T006116,V03,194,257,36,487
T006117,V12,177,224,35,436
T006118,V09,124,410,17,551
T006119,V06,136,213,34,383
T006120,V12,142,245,30,417
T006121,V08,158,313,32,503
T006122,V10,164,204,36,404
T006123,V02,178,243,10,431
T006124,V03,141,322,37,500
T006125,V03,164,489,45,698
T006126,V07,123,254,95,472
T006127,V08,166,604,14,784
T006128,V03,160,148,53,361
T006129,V09,124,451,20,595
T006130,V06,146,573,61,780
T006131,V08,171,150,54,375
T006132,V11,184,450,29,663
T006133,V08,172,511,67,750
T006134,V07,123,486,74,683
T006135,V02,154,411,20,585
T006136,V03,165,155,33,353
T006137,V03,191,317,18,526
T006138,V11,132,225,23,380
T006139,V09,187,467,26,680
T006140,V01,135,244,34,413
T006141,V06,157,389,50,596
T006142,V05,143,306,66,515
T006143,V12,135,347,31,513
T006144,V10,191,396,45,632
T006145,V08,125,543,35,703
T006146,V11,173,412,65,650
T006147,V08,182,561,41,784
T006148,V10,174,436,61,671
T006149,V05,169,488,30,687
T006150,V01,173,556,11,740
T006151,V12,193,293,60,546
T006152,V04,164,140,56,360
T006153,V11,185,256,66,507
T006154,V12,160,210,29,399
T006155,V01,176,501,44,721
T006156,V10,193,423,30,646
T006157,V08,166,229,69,464
T006158,V09,183,170,50,403
T006159,V02,124,229,25,378
T006160,V12,166,473,16,655
T006161,V10,136,158,51,345
T995392,V03,178,448,34,660
T006163,V07,198,408,78,684
T006164,V03,140,238,37,415
T006165,V05,156,325,57,538
T006166,V07,161,538,66,765
T006167,V10,136,284,63,483
T006168,V08,176,369,27,572
T006169,V03,141,207,43,391
T006170,V03,185,500,65,750
T006171,V09,152,248,29,429
T006172,V10,150,446,35,631
T006173,V10,175,247,35,457
T006174,V06,186,246,11,443
T006175,V04,147,179,57,383
T006176,V10,196,289,41,526
T006177,V05,175,217,22,414
T006178,V05,186,215,48,449
T006179,V04,168,344,41,553
T006180,V11,144,598,29,771
T006181,V10,124,433,56,613
T006182,V02,129,376,16,521
T006183,V04,181,456,65,702
T006184,V07,194,303,86,583
T006185,V04,181,297,63,541
T006186,V12,147,526,55,728
T006187,V02,153,265,45,463
T006188,V06,127,630,39,796
T006189,V02,136,263,30,429
T006190,V12,136,569,57,762
T006191,V03,147,139,57,343
T006192,V06,190,451,69,710
T006193,V01,196,425,19,640
T006194,V01,167,556,32,755
T006195,V03,177,155,59,391
T006196,V06,197,278,32,507
T006197,V05,151,499,56,706
T006198,V01,197,158,35,390
T006199,V10,161,196,31,388
T006200,V06,172,420,28,620
T006201,V06,128,400,24,552
T006202,V01,170,244,60,474
T006203,V03,162,134,18,314
T006204,V05,120,337,30,487
T997272,V04,125,282,59,466
T006206,V10,193,133,57,383
T006207,V12,123,291,52,466
T006208,V06,172,141,26,339
T006209,V11,166,542,66,774
T006210,V07,167,333,128,628
T006211,V08,173,454,66,693
T006212,V08,135,494,69,698
T006213,V07,124,374,125,623
T006214,V09,180,647,52,879
T006215,V10,196,468,65,729
T006216,V02,199,685,37,921
T006217,V10,168,452,15,635
T006218,V07,141,484,93,718
T006219,V04,189,343,18,550
T006220,V07,177,641,178,996
T006221,V08,136,662,14,812
T006222,V01,197,438,36,671
T006223,V02,131,649,69,849
T006224,V07,121,547,155,823
T006225,V08,153,535,25,713
T006226,V05,162,221,27,410
T006227,V05,149,254,16,419
T006228,V04,196,355,59,610
T006229,V05,166,548,27,741
T006230,V01,136,466,22,624
T006231,V12,190,317,62,569
T006232,V06,150,295,28,473
T006233,V11,157,520,67,744
T006234,V10,171,483,15,669
T006235,V07,154,546,86,786
T006236,V01,148,160,15,323
T006237,V07,138,366,117,621
T006238,V11,161,431,60,652
T006239,V09,150,564,14,728
T006240,V09,195,312,49,556
T006241,V09,121,202,50,373
T006242,V10,173,211,49,433
T006243,V02,127,506,61,694
T006244,V12,181,444,22,647
T006245,V06,135,474,50,659
T006246,V09,148,336,48,532
T006247,V08,162,476,33,671
T006248,V03,194,253,52,499
T006249,V03,129,180,17,326
T006250,V12,138,617,67,822
T999744,V10,186,216,36,438
T006252,V05,127,208,10,345
T006253,V01,154,396,40,590
T006254,V08,143,107,67,317
T006255,V05,192,589,21,802
T006256,V12,173,218,62,453
T006257,V06,129,458,14,601
T006258,V12,187,395,38,620
T006259,V01,182,433,34,649
T006260,V06,120,600,29,749
T006261,V08,180,178,69,427
T006262,V05,188,385,38,611
T006263,V01,198,612,14,824
T006264,V01,121,462,11,594
T006265,V03,165,323,21,509
T998211,V10,173,320,35,528
T006267,V03,154,306,28,488
T006268,V03,151,286,55,492
T006269,V11,131,513,62,706
T006270,V12,148,461,43,652
T006271,V04,152,187,54,393
T006272,V01,194,277,22,493
T006273,V04,175,225,32,432
T006274,V10,134,370,21,525
T006275,V02,173,401,30,604
T006276,V05,136,342,29,507
T006277,V06,141,512,49,702
T006278,V03,131,417,58,606
T006279,V05,137,269,64,470
T006280,V12,195,200,12,407
T998128,V08,174,538,31,743
T006282,V12,174,205,43,422
T006283,V09,176,293,34,503
T006284,V02,193,584,64,841
T006285,V03,126,475,54,655
T006286,V08,120,261,49,430
T006287,V04,158,479,45,682
T006288,V02,171,489,68,728
T006289,V06,121,202,63,386
T006290,V08,161,408,29,598
T006291,V08,193,332,13,538
T006292,V05,184,432,61,677
T006293,V07,161,613,59,833
T006294,V09,137,586,47,770
T006295,V01,126,565,62,753
T006296,V05,199,247,17,463
T006297,V08,122,394,56,572
T006298,V01,190,632,30,852
T006299,V08,190,128,24,342
T006300,V10,133,490,15,638
T006301,V04,172,369,65,606
T006302,V10,142,258,13,413
T006303,V10,149,395,24,568
T006304,V06,131,357,40,528
T006305,V11,126,222,28,376
T006306,V07,184,366,149,699
T006307,V02,186,328,58,572
T006308,V10,189,242,21,452
T006309,V08,197,438,30,665
T006310,V12,139,500,49,688
T006311,V11,133,232,44,409
T006312,V10,148,601,42,791
T993377,V04,121,128,27,276
T006314,V12,173,489,50,712
T006315,V11,194,149,21,364
T006316,V09,160,459,54,673
T006317,V05,198,277,26,501
T006318,V04,173,442,61,676
T006319,V10,134,138,18,290
T006320,V10,128,600,55,783
T006321,V07,149,293,47,489
T006322,V07,148,244,182,574
T006323,V11,137,317,50,504
T006324,V11,184,278,39,501
T006325,V08,185,312,13,510
T006326,V03,174,272,33,479
T006327,V06,192,375,14,581
T006328,V01,150,270,61,481
T006329,V06,135,382,35,552
T006330,V08,199,157,12,368
T006331,V07,190,459,170,819
T006332,V11,198,463,47,708
T992607,V12,195,382,57,634
T006334,V09,138,215,15,368
T006335,V07,139,609,72,820
T006336,V04,185,455,27,667
T006337,V05,147,268,23,438
T006338,V09,185,360,21,566
T006339,V07,127,386,115,628
T006340,V11,125,166,60,351
T006341,V12,182,386,12,580
T006342,V09,131,165,48,344
T006343,V07,140,164,68,372
T006344,V08,178,347,41,566
T006345,V07,140,465,87,692
T006346,V10,140,470,21,631
T006347,V09,156,465,20,641
T006348,V07,171,156,179,506
T006349,V11,190,567,30,787
T006350,V10,133,349,25,507
T006351,V02,155,118,32,305
T006352,V05,153,312,46,511
T006353,V03,168,329,15,512
T006354,V07,144,443,180,767
T006355,V07,178,308,161,647
T006356,V06,175,475,56,706
T006357,V02,195,305,49,549
T006358,V06,146,535,55,736
T006359,V11,157,499,66,722
T006360,V08,128,225,63,416
T006361,V01,171,555,25,751
T006362,V12,139,491,24,654
T006363,V12,164,293,36,493
T006364,V10,174,465,60,699
T006365,V07,170,333,68,571
T006366,V10,159,514,57,730
T006367,V05,164,301,18,483
T006368,V02,140,230,24,394
T006369,V02,186,136,59,381
T006370,V03,127,318,46,491
T006371,V05,167,123,53,343
T006372,V07,188,272,76,536
T006373,V09,165,590,54,809
T006374,V12,128,448,16,592
T006375,V09,151,282,42,475
T006376,V09,193,520,52,765
T006377,V09,184,419,33,636
T006378,V04,178,449,60,687
T006379,V10,174,175,68,417
T006380,V07,173,537,63,773
T006381,V06,123,298,43,464
T006382,V08,152,437,43,632
T006383,V11,152,215,41,408
T006384,V04,163,108,11,282
T006385,V02,169,531,39,739
T006386,V05,198,488,67,753
T006387,V06,190,336,28,554
T006388,V12,165,424,34,623
T006389,V09,141,466,67,674
T006390,V11,173,451,67,691
T991412,V08,187,185,34,406
T006392,V07,135,280,150,565
T006393,V03,138,344,20,502
T006394,V10,164,562,46,772
T006395,V10,170,515,55,740
T006396,V01,191,476,42,709
T006397,V12,122,401,23,546
T006398,V11,137,281,40,458
T006399,V03,127,155,58,340
T006400,V04,169,541,35,745
T006401,V01,158,554,56,768
T006402,V10,196,236,34,466
T006403,V03,175,147,64,386
T006404,V04,181,596,43,820
T006405,V09,141,502,17,660
T006406,V12,182,138,60,380
T006407,V08,164,561,10,735
T006408,V09,181,279,24,484
T006409,V01,129,350,24,503
T006410,V02,192,340,28,560
T006411,V03,181,376,16,573
T006412,V06,184,427,52,663
T006413,V05,130,241,68,439
T006414,V07,193,164,107,464
T006415,V01,124,456,44,624
T006416,V03,192,243,38,473
T990674,V08,152,517,15,684
T006418,V04,158,422,61,641
T006419,V07,156,646,143,945
T006420,V04,120,442,50,612
T006421,V09,194,215,26,435
T006422,V06,181,367,68,616
T006423,V01,152,617,67,836
T006424,V01,131,148,40,319
T006425,V06,140,553,56,749
T006426,V03,157,357,40,554
T006427,V06,164,463,32,659
T006428,V01,183,230,63,476
T006429,V10,145,413,49,607
T006430,V11,190,261,43,494
T006431,V10,143,236,31,410
T006432,V02,138,462,36,636
T006433,V11,177,361,45,583
T006434,V02,189,443,47,679
T006435,V04,198,467,50,715
T006436,V10,162,296,40,498
T006437,V12,121,147,25,293
T006438,V04,145,376,59,580
T006439,V11,122,224,30,376
T006440,V02,183,181,64,428
T006441,V03,151,130,58,339
T006442,V12,160,398,62,620
T006443,V06,152,618,17,787
T006444,V01,191,598,55,844
T006445,V08,156,197,39,392
T006446,V11,178,361,25,564
T006447,V01,158,317,18,493
T006448,V06,144,361,30,535
T993774,V07,180,563,83,826
T006450,V12,124,297,38,459
T006451,V11,178,530,25,733
T006452,V07,131,414,193,738
T006453,V10,159,280,60,499
T006454,V06,179,302,59,540
T006455,V02,148,384,13,545
T006456,V04,169,381,42,592
T006457,V07,149,189,138,476
T992238,V08,177,308,45,530
T006459,V01,167,575,22,764
T006460,V05,132,525,26,683
T006461,V10,195,375,61,631
T006462,V02,151,188,66,405
T006463,V06,172,171,21,364
T006464,V07,195,334,99,628
T006465,V06,154,387,39,580
T006466,V03,182,310,25,517
T006467,V09,128,140,31,299
T006468,V10,153,418,42,613
T006469,V03,139,326,55,520
T006470,V05,158,421,26,605
T006471,V10,196,594,43,833
T006472,V09,146,176,51,373
T006473,V10,171,391,16,578
T006474,V02,138,275,12,425
T006475,V05,123,517,40,680
T997546,V07,151,391,178,720
T006477,V10,137,206,61,404
T006478,V01,153,308,22,483
T006479,V05,188,470,15,673
T006480,V08,164,402,46,612
T006481,V01,142,512,40,694
T006482,V08,186,421,52,659
T006483,V03,168,499,64,731
T006484,V08,168,329,57,554
T006485,V12,148,523,13,684
T006486,V02,170,245,38,453
T006487,V02,160,262,56,478
T006488,V11,140,288,48,476
T006489,V10,188,246,33,467
T006490,V01,191,272,33,496
T006491,V04,167,228,18,413
T006492,V07,182,442,128,752
T006493,V04,197,375,12,584
T006494,V08,148,328,64,540
T006495,V10,123,564,31,718
T006496,V10,159,124,13,296
T006497,V10,129,567,32,728
T006498,V06,160,337,26,523
T006499,V03,174,366,54,594
T006500,V02,144,172,48,364
T006501,V09,127,567,64,758
T006502,V10,140,495,57,692
T006503,V10,161,322,55,538
T006504,V10,130,419,53,602
T006505,V06,194,452,13,659
T006506,V07,177,237,182,596
T006507,V06,163,319,42,524
T006508,V01,124,383,56,563
T006509,V09,152,277,39,468
T006510,V08,167,391,68,626
T006511,V08,197,296,11,504
T006512,V08,152,210,65,427
T006513,V06,178,317,60,555
T006514,V08,183,328,66,577
T006515,V12,184,653,16,853
T006516,V03,158,347,45,550
T006517,V07,146,658,44,848
T006518,V01,168,307,58,533
T006519,V01,188,594,40,822
T006520,V03,133,346,17,496
T006521,V11,199,297,44,540
T006522,V02,165,498,48,711
T006523,V11,130,446,38,614
T006524,V01,168,265,59,492
T006525,V09,130,309,29,468
T006526,V06,164,510,46,720
T006527,V12,170,292,23,485
T006528,V07,190,244,122,556
T006529,V05,147,536,55,738
T006530,V06,159,623,51,833
T006531,V05,149,189,46,384
T993806,V07,176,147,65,388
T006533,V01,123,325,54,502
T006534,V02,189,468,15,672
T006535,V01,136,242,41,419
T006536,V09,152,337,28,517
T006537,V05,126,359,45,530
T006538,V02,125,352,43,520
T006539,V08,193,624,63,880
T006540,V11,140,226,35,401
T006541,V03,142,438,29,609
T006542,V01,193,215,31,439
T006543,V07,159,511,155,825
T006544,V10,144,295,55,494
T992608,V02,195,570,29,794
T006546,V12,182,497,22,701
T006547,V07,159,554,56,769
T006548,V09,130,475,12,617
T006549,V01,150,662,53,865
T006550,V07,192,168,97,457
T006551,V05,159,393,26,578
T006552,V01,149,178,56,383
T006553,V03,133,533,11,677
T006554,V09,183,476,17,676
T006555,V03,137,207,15,359
T006556,V10,144,148,26,318
T006557,V05,124,484,37,645
T006558,V12,153,610,44,807
T006559,V11,161,156,35,352
T006560,V09,143,435,47,625
T006561,V06,191,153,57,401
T006562,V10,178,352,53,583
T006563,V05,189,585,41,815
T006564,V01,160,265,36,461
T006565,V03,148,176,14,338
T006566,V10,158,209,22,389
T006567,V07,128,155,157,440
T006568,V08,191,595,32,818
T006569,V10,175,173,63,411
T006570,V09,170,329,69,568
T006571,V03,127,136,12,275
T006572,V10,167,384,26,577
T006573,V03,180,617,62,859
T006574,V03,194,510,49,753
T006575,V04,191,137,39,367
T006576,V11,167,215,15,397
T006577,V04,199,401,41,641
T006578,V04,179,162,35,376
T006579,V07,196,228,59,483
T006580,V06,137,113,31,281
T006581,V11,142,463,35,640
T006582,V01,138,214,56,408
T006583,V04,146,337,45,528
T006584,V03,139,214,19,372
T006585,V08,157,160,51,368
T006586,V07,162,440,198,800
T006587,V12,142,419,62,623
T006588,V12,185,308,12,505
T006589,V06,184,427,47,658
T006590,V07,153,616,94,863
T006591,V01,189,173,22,384
T006592,V08,160,652,54,866
T006593,V03,131,267,62,460
T006594,V06,187,333,36,556
T006595,V02,194,645,57,896
T006596,V11,124,449,20,593
T006597,V06,164,598,45,807
T006598,V03,196,282,20,498
T006599,V05,148,565,63,776
T006600,V07,137,168,87,392
T006601,V12,159,383,64,606
T006602,V11,161,121,58,340
T006603,V09,133,208,52,393
T006604,V02,181,274,16,471
T006605,V02,136,256,53,445
T006606,V11,159,399,33,591
T006607,V08,170,478,35,683
T006608,V03,139,243,27,409
T006609,V04,195,211,47,453
T006610,V06,185,137,67,389
T006611,V10,169,465,53,687
T006612,V06,137,295,52,484
T006613,V10,166,161,60,387
T006614,V08,125,586,51,762
T006615,V07,133,209,132,474
T006616,V03,170,456,46,672
T006617,V06,165,424,54,643
T006618,V06,182,549,11,742
T006619,V07,148,288,41,477
T006620,V05,155,465,59,679
T006621,V09,180,211,64,455
T006622,V02,194,360,21,575
T006623,V04,152,482,12,646
T006624,V07,169,528,72,769
T006625,V11,199,466,49,714
T006626,V12,173,333,53,559
T006627,V03,136,182,63,381
T006628,V05,128,304,22,454
T006629,V05,180,377,35,592
T006630,V01,147,433,56,636
T006631,V02,183,227,25,435
T006632,V07,156,457,183,796
T006633,V04,127,126,60,313
T006634,V05,177,453,62,692
T006635,V11,155,329,67,551
T006636,V01,171,225,21,417
T006637,V05,140,290,20,450
T006638,V02,180,274,52,506
T006639,V12,134,143,54,331
T006640,V12,120,219,53,392
T006641,V09,160,394,24,578
T006642,V10,151,515,17,683
T006643,V07,191,609,150,950
T006644,V11,193,277,39,509
T006645,V02,175,245,27,447
T006646,V02,168,647,16,831
T006647,V05,170,150,25,345
T006648,V02,177,556,30,763
T006649,V11,189,491,31,711
T006650,V04,130,516,48,694
T006651,V12,170,296,55,521
T006652,V10,181,576,33,790
T006653,V05,144,166,64,374
T006654,V08,147,494,62,703
T006655,V05,133,449,44,626
T006656,V04,186,594,14,794
T006657,V04,156,559,47,762
T006658,V10,135,340,49,524
T006659,V10,174,183,15,372
T006660,V09,124,417,11,552
T006661,V03,133,342,39,514
T006662,V06,187,300,35,522
T006663,V10,172,127,42,341
T006664,V05,184,603,19,806
T006665,V03,192,316,31,539
T006666,V11,186,546,52,784
T006667,V02,193,378,32,603
T991034,V03,185,479,12,676
T006669,V01,124,156,11,291
T006670,V04,188,316,11,515
T006671,V08,122,390,57,569
T998309,V07,150,217,110,477
T006673,V09,120,225,25,370
T006674,V06,135,292,38,465
T006675,V11,122,639,19,780
T006676,V04,163,459,15,637
T006677,V11,198,357,36,591
T006678,V01,149,532,25,706
T006679,V08,137,568,35,740
T006680,V10,187,130,22,339
T006681,V01,147,390,40,577
T006682,V02,120,528,46,694
T006683,V06,198,391,42,631
T006684,V07,158,324,186,668
T991872,V06,199,645,24,868
T006686,V03,121,476,56,653
T006687,V03,122,359,25,506
T006688,V11,185,456,33,674
T006689,V07,177,619,91,887
T006690,V07,196,305,51,552
T006691,V05,156,494,66,716
T006692,V02,192,172,41,405
T006693,V08,159,318,52,529
T006694,V04,155,283,21,459
T006695,V07,197,218,173,588
T006696,V03,162,255,57,474
T006697,V08,151,284,21,456
T006698,V12,198,336,12,546
T006699,V04,148,362,64,574
T006700,V10,134,508,65,707
T006701,V07,152,376,152,680
T006702,V12,185,601,28,814
T006703,V06,182,394,36,612
T006704,V11,178,473,29,680
T006705,V11,175,592,45,812
T006706,V06,172,449,68,689
T006707,V10,139,617,20,776
T006708,V04,190,258,65,513
T006709,V10,189,397,38,624
T006710,V11,182,429,18,629
T006711,V01,145,138,64,347
T006712,V12,191,571,36,798
T006713,V01,191,535,29,755
T006714,V10,172,175,25,372
T006715,V03,183,153,42,378
T006716,V11,140,228,12,380
T006717,V04,179,195,16,390
T006718,V09,166,147,46,359
T006719,V05,138,430,19,587
T006720,V11,124,459,55,638
T006721,V02,153,375,30,558
T006722,V11,169,410,27,606
T006723,V04,138,430,52,620
T006724,V01,149,469,57,675
T006725,V12,190,660,29,879
T998916,V06,125,169,54,348
T006727,V03,184,311,42,537
T006728,V04,163,327,59,549
T006729,V03,148,545,16,709
T006730,V09,159,137,42,338
T006731,V05,176,241,42,459
T006732,V11,140,320,53,513
T006733,V04,198,191,44,433
T006734,V08,125,194,14,333
T006735,V02,163,414,22,599
T006736,V11,168,576,64,808
T006737,V09,165,466,31,662
T006738,V03,164,318,69,551
T006739,V04,124,610,64,798
T006740,V11,171,376,14,561
T006741,V08,124,240,52,416
T006742,V11,169,228,19,416
T006743,V07,122,382,142,646
T006744,V10,138,495,30,663
T006745,V05,138,418,65,621
T006746,V10,159,530,18,707
T006747,V09,135,448,66,649
T006748,V03,169,127,25,321
T006749,V10,138,207,17,362
T006750,V08,156,297,60,513
T006751,V11,161,162,63,386
T006752,V01,125,467,27,619
T006753,V09,122,223,46,391
T006754,V03,148,489,47,684
T006755,V07,132,556,66,754
T006756,V07,123,325,60,508
T006757,V10,180,504,27,711
T006758,V03,188,541,43,772
T993219,V08,141,317,16,474
T006760,V11,141,497,19,657
T006761,V07,182,324,198,704
T006762,V09,188,162,53,403
T006763,V03,162,197,46,405
T006764,V09,184,205,53,442
T006765,V01,153,493,15,661
T006766,V12,164,526,65,755
T006767,V01,149,221,20,390
T006768,V12,128,268,29,425
T006769,V12,185,601,15,801
T006770,V07,130,423,92,645
T006771,V05,194,494,16,704
T006772,V03,142,346,20,508
T006773,V09,167,412,12,591
T006774,V06,177,494,45,716
T006775,V01,171,422,41,634
T006776,V04,159,444,11,614
T006777,V08,199,608,11,818
T006778,V09,186,135,17,338
T994368,V10,194,424,57,675
T006780,V10,134,458,21,613
T006781,V08,150,485,49,684
T006782,V09,134,457,42,633
T006783,V09,121,333,32,486
T006784,V11,197,161,13,371
T006785,V01,158,170,58,386
T006786,V12,140,446,33,619
T006787,V06,174,538,52,764
T006788,V06,120,199,25,344
T006789,V08,120,230,37,387
T006790,V12,135,160,37,332
T006791,V10,138,443,30,611
T006792,V04,168,137,41,346
T006793,V01,134,300,51,485
T006794,V06,158,325,47,530
T006795,V01,191,397,20,608
T006796,V08,141,238,31,410
T006797,V12,169,635,18,822
T006798,V04,123,398,24,545
T006799,V02,171,479,65,715
T006800,V03,176,210,17,403
T006801,V08,176,231,34,441
T006802,V02,150,430,39,619
T006803,V07,177,222,106,505
T006804,V06,184,377,63,624
T006805,V08,124,486,44,654
T006806,V04,150,155,10,315
T006807,V08,144,325,59,528
T006808,V09,144,152,42,338
T006809,V05,126,433,59,618
T006810,V06,134,311,64,509
T992616,V08,137,172,68,377
T006812,V07,146,525,190,861
T006813,V04,124,647,48,819
T006814,V05,170,561,47,778
T006815,V07,195,515,76,786
T006816,V09,146,552,54,752
T006817,V01,169,182,23,374
T006818,V11,194,549,54,797
T006819,V12,163,280,61,504
T006820,V08,173,363,44,580
T006821,V11,178,341,21,540
T006822,V02,176,201,69,446
T006823,V01,142,166,63,371
T006824,V04,130,425,14,569
T006825,V01,125,136,31,292
T006826,V01,180,363,49,592
T006827,V11,124,420,52,596
T006828,V12,128,510,50,688
T006829,V06,162,226,49,437
T006830,V07,140,558,189,887
T006831,V08,145,453,59,657
T006832,V09,134,479,55,668
T006833,V10,198,432,27,657
T006834,V11,198,402,26,626
T006835,V06,150,145,30,325
T006836,V09,192,491,10,693
T006837,V02,161,560,55,776
T006838,V08,193,547,67,807
T006839,V03,145,385,66,596
T006840,V02,143,249,12,404
T006841,V04,169,544,29,742
T006842,V01,172,176,27,375
T994579,V02,167,141,25,333
T006844,V10,126,346,27,499
T006845,V11,168,225,42,435
T006846,V03,197,622,14,833
T006847,V07,147,162,176,485
T006848,V12,184,474,10,668
T006849,V08,175,230,66,471
T006850,V09,153,436,27,616
T006851,V05,196,167,44,407
T006852,V06,170,493,69,732
T006853,V04,160,381,35,576
T006854,V05,127,400,39,566
T006855,V01,176,428,50,654
T006856,V06,127,345,45,517
T006857,V05,178,598,51,827
T006858,V05,195,579,36,810
T006859,V01,137,534,29,700
T006860,V11,197,469,51,717
T006861,V12,120,373,52,545
T006862,V07,194,655,115,964
T990773,V10,165,127,49,341
T006864,V05,156,274,26,456
T006865,V02,130,165,33,328
T006866,V07,165,363,104,632
T006867,V07,138,348,89,575
T006868,V01,138,286,38,462
T006869,V05,150,554,50,754
T006870,V07,156,379,66,601
T006871,V01,159,548,14,721
T006872,V05,149,605,28,782
T006873,V09,178,403,29,610
T006874,V12,156,248,69,473
T006875,V08,172,477,29,678
T006876,V07,128,396,59,583
T006877,V11,127,472,18,617
T006878,V12,154,301,52,507
T006879,V05,187,538,49,774
T006880,V04,173,469,52,694
T006881,V12,168,574,58,800
T006882,V09,167,465,67,699
T006883,V04,136,162,31,329
T006884,V07,159,328,189,676
T006885,V04,151,525,58,734
T990748,V07,199,253,198,650
T006887,V09,166,581,38,785
T006888,V07,147,678,120,945
T006889,V11,187,380,29,596
T006890,V09,183,360,40,583
T006891,V12,123,258,49,430
T006892,V07,176,480,43,699
T006893,V08,125,250,45,420
T006894,V04,165,190,31,386
T006895,V08,137,298,44,479
T006896,V10,190,388,20,598
T006897,V04,169,288,26,483
T006898,V10,183,417,39,639
T006899,V09,153,554,54,761
T006900,V09,141,469,26,636
T006901,V08,120,511,39,670
T006902,V10,127,268,19,414
T006903,V10,180,373,17,570
T006904,V08,189,296,21,506
T006905,V02,145,528,40,713
T006906,V02,124,252,62,438
T006907,V06,146,403,61,610
T006908,V06,192,200,48,440
T006909,V12,158,271,62,491
T006910,V05,176,340,33,549
T006911,V02,124,348,32,504
T006912,V01,198,390,21,609
T006913,V03,182,278,47,507
T006914,V04,156,162,48,366
T006915,V09,138,459,47,644
T006916,V07,191,420,196,807
