business_unit,office,product_type,trip_date,shift_type,trip_id,planned_pickup_epoch,planned_drop_epoch,actual_pickup_epoch,actual_drop_epoch,planned_km,traveled_km,stwid,signintype,gender,emp_role,boarding_status,not_boarding_reason,is_no_show
vanta-Sea,Denver Office,BUS,2026-05-15,17:30,4854948,1778866200.0,1778868180.0,1778866250.0,1778867050.0,3.7989998,2.2691681385040283,85885,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-06,10:00,1104736,1778057040.0,1778060700.0,1778057171.0,1778060542.0,17.2737,18.055858612060547,320580,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-20,21:00,1184658,,,1781985446.0,1781987618.0,0.0,11.379267692565918,330865,Adhoc,MALE,escort,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-19,11:00,1182548,1781863500.0,1781865900.0,1781863563.0,1781866182.0,6.987082,7.854591846466064,99205,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-09,12:00,4927227,1781002200.0,1781005500.0,1781002123.0,1781007107.0,19.206,20.373638153076172,189250,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-17,11:00,4954840,1781689140.0,1781693100.0,1781688968.0,1781693502.0,18.23985,18.46247100830078,408835,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-03,18:16,5012983,1783103460.0,1783108200.0,1783102620.0,1783110928.0,26.1,25.747093200683594,198170,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-29,22:15,1201382,1782772200.0,1782775380.0,,,15.593261,0.0,81165,,MALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-06-16,15:30,3253438,1781623800.0,1781626380.0,,,14.681,0.0,526960,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,13:30,3151892,1779715800.0,1779717240.0,1779715930.0,1779717559.0,7.745,7.669730186462402,130805,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-07,04:00,1524583,1783397700.0,1783400280.0,1783397762.0,1783399721.0,16.508,16.044559478759766,520110,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-18,20:16,4962189,1781814660.0,1781815560.0,1781813555.0,1781818038.0,7.681116,9.435184478759766,473110,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-13,17:16,5039892,1783963860.0,1783967400.0,1783962936.0,1783969972.0,29.536999,30.33750915527344,176155,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-22,02:30,3143612,1779417000.0,1779418799.0,1779415637.0,1779418608.0,15.841,20.980791091918945,523505,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-18,02:30,1499776,,,1781750705.0,1781755218.0,0.0,32.38509750366211,732600,Adhoc,MALE,escort,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-14,11:30,3390638,1784026560.0,1784028300.0,1784025405.0,1784026495.0,5.542,4.085710525512695,158360,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-03,10:30,3186575,1780478400.0,1780482300.0,,,15.2039995,0.0,410310,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
catalyst-Sac,Redwood City Center,CAB,2026-05-22,10:00,1466296,1779437400.0,1779442200.0,1779437578.0,1779441881.0,25.015,26.490921020507812,238085,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-18,02:30,1499776,1781750700.0,1781753160.0,1781750905.0,1781753512.0,16.948,17.437114715576172,335310,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-18,20:16,4962189,1781814660.0,1781815440.0,1781814030.0,1781817722.0,6.9735184,8.601574897766113,405740,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-13,19:16,5040198,1783971060.0,1783971780.0,1783970255.0,1783970986.0,3.549,2.156531572341919,197590,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-07,14:30,3359121,1783434600.0,1783435920.0,1783434450.0,1783435976.0,7.0889997,6.904913902282715,679990,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-16,09:30,3248506,1781598300.0,1781601900.0,1781598600.0,1781602320.0,12.559,13.055708885192873,96635,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-19,20:30,4864948,1779222600.0,1779225300.0,1779222561.0,1779224426.0,4.480948,3.648461818695069,247900,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-22,10:30,3430072,1784714940.0,1784715900.0,1784715060.0,1784715644.0,2.1430001,1.004655361175537,101585,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-29,12:00,4895681,1780053000.0,1780055100.0,1780053156.0,1780054528.0,9.65498,9.018868446350098,95560,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-23,21:15,1245070,1784842200.0,1784846940.0,1784840787.0,1784844806.0,20.738,20.189498901367188,313215,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-21,09:00,5065011,1784618040.0,1784623500.0,1784618211.0,1784623520.0,36.100735,34.82111358642578,62340,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-31,18:15,1259491,,,1785521683.0,1785525840.0,0.0,16.0723819732666,325080,Adhoc,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-19,20:30,4864948,1779222600.0,1779225420.0,1779222490.0,1779224716.0,5.5205894,5.142989635467529,70535,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-25,11:00,4983676,1782380760.0,1782384300.0,1782380757.0,1782384611.0,17.382784,13.985389709472656,146850,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-03,02:30,3346484,1783045800.0,1783047180.0,1783046119.0,1783047527.0,0.0,10.427450180053713,704920,Planned,MALE,escort,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-06-23,13:00,1293902,1782215100.0,1782218700.0,1782216401.0,1782218442.0,9.308064,9.841582298278809,119350,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3107025,1778772600.0,1778774160.0,,,8.541,0.0,98235,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,CAB,2026-05-16,20:16,4857044,,,1778962563.0,1778966997.0,0.0,26.48308753967285,19950,Adhoc,MALE,escort,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-28,21:30,3165534,1780002900.0,1780003500.0,1780002649.0,1780002848.0,1.719,0.7523891925811768,266095,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-16,19:15,1233195,1784230200.0,1784233140.0,1784228953.0,1784232965.0,16.737192,17.604963302612305,146445,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-08,19:00,1485133,1780946100.0,1780947180.0,1780946658.0,1780947724.0,4.146,4.115722179412842,598230,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-27,18:16,5087294,1785177060.0,1785180420.0,1785176231.0,1785181155.0,19.923,19.13098526000977,311450,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-04,22:16,4916167,,,1780611663.0,1780614451.0,0.0,16.04119300842285,399850,Adhoc,MALE,escort,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-06,10:00,1104736,1778055960.0,1778060700.0,1778056455.0,1778060542.0,22.983883,23.295087814331055,129795,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-04,14:30,3194579,1780583400.0,1780585800.0,1780583191.0,1780586967.0,16.983534,19.012470245361328,92710,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-29,09:00,3167865,1780042620.0,1780044900.0,1780042694.0,1780044803.0,7.1317506,8.40308666229248,640515,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-05-26,11:00,1246646,1779789600.0,1779792300.0,1779790333.0,1779791473.0,4.9752073,4.986717224121094,31620,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,16:30,3112472,1778862600.0,1778863020.0,,,1.971,0.0,368065,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,CAB,2026-06-10,21:16,4933469,1781127060.0,1781127960.0,1781126386.0,1781128385.0,8.583,8.566036224365234,293735,Planned,MALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-18,20:00,1287283,1781813700.0,1781815500.0,1781813949.0,1781817549.0,10.255297,16.181446075439453,233190,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-10,10:00,4930511,1781083920.0,1781085300.0,1781084770.0,1781085720.0,4.2427373,3.0515918731689453,247635,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-04,22:16,4916167,1780612260.0,1780614000.0,1780611405.0,1780614138.0,15.578,15.18704891204834,455885,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-08,03:30,1526815,1783482300.0,1783485720.0,1783482253.0,1783484800.0,21.47,21.452531814575195,694475,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-10,10:00,4930511,1781084040.0,1781085300.0,1781083801.0,1781085720.0,3.6163907,5.213687896728516,135175,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-17,17:30,3259256,1781717400.0,1781719440.0,1781717276.0,1781720167.0,8.742,8.108311653137207,408190,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-18,10:30,3265355,1781776320.0,1781778300.0,1781776963.0,1781779188.0,4.9209995,4.142573833465576,296030,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-02,21:15,1208107,1783027800.0,1783028340.0,1783026639.0,1783028070.0,5.186,4.769590377807617,395725,Planned,MALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-02,20:00,1257891,1780431300.0,1780432800.0,1780431324.0,1780433687.0,8.638418,9.76146125793457,4035,Planned,FEMALE,projectmgr,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-20,16:30,3132819,1779294600.0,1779295320.0,1779295221.0,1779296728.0,3.7051651,2.698720216751098,95535,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-27,14:30,3162321,1779892200.0,1779894360.0,1779892320.0,1779895283.0,18.946001,17.901994705200195,12160,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-28,11:00,4891734,1779961380.0,1779965100.0,1779961461.0,1779963711.0,15.696517,14.838908195495604,60580,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-19,15:16,4863823,1779203760.0,1779204660.0,1779203538.0,1779207736.0,17.517736,0.0,248035,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-18,20:16,4962189,1781814660.0,1781815320.0,1781814017.0,1781817662.0,6.654518,8.421175956726074,348735,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-20,02:00,3131167,1779242400.0,1779243360.0,1779242540.0,1779243405.0,0.0,5.017337322235107,354670,Planned,MALE,escort,Boarded,,False
catalyst-Sac,Crestwood Campus,CAB,2026-07-08,19:30,1527254,1783535100.0,1783537200.0,1783535359.0,1783536945.0,7.7460003,5.505132675170898,367160,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-20,15:30,3131673,1779291000.0,1779293160.0,1779291153.0,1779293940.0,11.317,10.272136688232422,636525,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-11,08:30,3225015,1781163660.0,1781166300.0,1781163740.0,1781166030.0,11.707928,13.99717617034912,663395,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-12,10:00,1114747,1778575680.0,1778579100.0,,,16.450191,0.0,357065,,FEMALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-05-15,17:30,4854948,,,1778866177.0,1778867454.0,0.0,4.046902179718018,408370,Adhoc,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-13,21:30,1455495,1778708700.0,1778710920.0,1778708689.0,1778710867.0,8.011,7.06427001953125,671450,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-04,15:00,3195770,1780585200.0,1780587060.0,1780585245.0,1780589241.0,8.183862,9.88228988647461,384895,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-19,20:30,4864948,1779222600.0,1779225360.0,1779222460.0,1779224763.0,5.3375893,4.866325855255127,487175,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-20,15:30,3131673,1779291000.0,1779292200.0,1779291420.0,1779293021.0,6.518,6.378960609436035,125075,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-13,21:30,1455495,1778708700.0,1778709180.0,1778708673.0,1778709234.0,2.083,2.0847487449645996,346535,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-08,03:30,1526815,1783482300.0,1783484760.0,1783482268.0,1783483887.0,16.4,16.027151107788086,336475,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-17,13:30,3413843,1784295000.0,1784297400.0,1784294113.0,1784296594.0,17.202,16.81368637084961,352225,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-19,09:30,3272113,1781860260.0,1781861100.0,1781860786.0,1781862067.0,4.622,4.093471050262451,309160,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-11,08:30,3087935,1778485200.0,1778487900.0,1778485417.0,1778487817.0,12.417,12.743206024169922,84190,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-11,21:30,1491323,1781214300.0,1781214900.0,1781214348.0,1781215779.0,2.899,2.948370933532715,574270,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-17,21:30,5058553,1784323800.0,1784325300.0,,,2.743,0.0,464510,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-05-19,15:16,4863823,1779203760.0,1779205380.0,1779203802.0,1779208318.0,20.66359,0.0,125970,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-15,10:30,3243173,1781516580.0,1781519100.0,,,10.289,0.0,234910,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-03,13:30,3189749,1780493400.0,1780496880.0,,,23.013,0.0,418945,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,BUS,2026-06-03,12:00,4909170,1780483860.0,1780487100.0,,,11.772952,0.0,372200,,FEMALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,CAB,2026-06-08,23:16,4926026,1780961460.0,1780962960.0,1780960312.0,1780962085.0,4.315,4.2733354568481445,452580,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-05,20:15,1103986,1778013000.0,1778017560.0,1778012012.0,1778017496.0,28.283945,34.619422912597656,146285,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-05,20:15,1103986,,,1778013177.0,1778018477.0,0.0,40.35286331176758,181720,Adhoc,MALE,escort,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-27,01:00,1470875,1779844500.0,1779845220.0,1779844591.0,1779845596.0,4.003,3.386464834213257,329945,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-25,11:00,1137733,1779703200.0,1779705900.0,1779703794.0,1779705857.0,6.944163,6.889157295227051,326765,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-21,11:00,1239749,1784628480.0,1784630700.0,1784628186.0,1784631834.0,8.922,8.871959686279297,162980,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-07-02,13:00,1311608,1782988800.0,1782996300.0,,,42.39667,0.0,152980,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-06-17,11:00,4954632,1781691540.0,1781693100.0,1781691876.0,1781693955.0,5.395,4.8811726570129395,55275,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-04,14:16,4818384,1777904160.0,1777904520.0,1777904065.0,1777905281.0,10.667405,8.960952758789062,282190,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-03,10:30,3186575,1780479600.0,1780482300.0,1780479848.0,1780482863.0,8.728,7.456892013549805,14260,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Fairview Commons,CAB,2026-07-03,21:30,1522036,1783115100.0,1783121160.0,1783114995.0,1783120603.0,31.9,32.285064697265625,282525,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-20,09:00,3419451,1784534460.0,1784537700.0,1784535083.0,1784538072.0,9.8880005,8.639039039611816,115750,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-05-25,20:00,1246252,1779740100.0,1779745140.0,1779740335.0,1779744865.0,25.96445,28.779687881469727,32330,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-28,11:00,4891734,1779960120.0,1779965100.0,1779960051.0,1779963711.0,25.053291,24.397375106811523,446300,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-12,14:30,3094019,1778596200.0,1778598000.0,1778596967.0,1778598784.0,7.4723067,9.257616996765137,648955,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-29,15:30,3468879,1785339000.0,1785339900.0,1785339352.0,1785340138.0,4.835,4.661118984222412,482740,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-02,07:00,1477475,1780379400.0,1780381800.0,1780379554.0,1780381554.0,17.136,17.009307861328125,469950,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-17,22:16,4957415,1781735460.0,1781737140.0,,,11.188,0.0,309945,,FEMALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,CAB,2026-06-24,20:16,4981751,1782333060.0,1782333900.0,1782332137.0,1782333646.0,2.83065,2.546492099761963,460220,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-22,14:30,3146208,1779460200.0,1779461880.0,1779460686.0,1779463086.0,13.596089,11.50181007385254,255700,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-15,17:30,4854948,1778866200.0,1778868300.0,1778866263.0,1778867547.0,5.841,4.268136024475098,333680,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-15,11:00,5047138,1784110980.0,1784112300.0,,,5.482,0.0,349465,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-06-10,10:00,4930511,1781084040.0,1781085300.0,1781084034.0,1781085720.0,3.6163907,5.155463695526123,486590,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-02,20:00,1257891,1780431300.0,1780431840.0,1780431318.0,1780432499.0,3.0770137,3.9198927879333496,17305,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-18,11:00,1180290,1781776800.0,1781779500.0,1781776632.0,1781778793.0,8.475946,8.03036880493164,339150,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-16,15:30,3253438,1781623800.0,1781626560.0,1781624487.0,1781628373.0,15.179015,14.90963363647461,506830,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Crestwood Campus,CAB,2026-07-13,20:00,1533571,1783973700.0,1783977000.0,1783974005.0,1783976840.0,18.572,22.49476432800293,295225,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,15:16,4910295,1780499760.0,1780501380.0,1780499742.0,1780503414.0,20.171333,18.654186248779297,96545,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-11,10:00,4934775,1781169120.0,1781171100.0,1781168919.0,1781172123.0,8.14,7.4913740158081055,321750,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-24,20:16,4981751,1782333060.0,1782333960.0,,,3.32465,0.0,195695,,FEMALE,employee,Not Boarded,NO_SHOW,True
orbit-Slc,Eastgate Office,CAB,2026-05-25,22:00,1245980,1779747300.0,1779752580.0,1779747412.0,1779749632.0,22.859913,25.78836250305176,3350,Planned,FEMALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-14,17:16,5043981,1784050260.0,1784051400.0,1784049326.0,1784053341.0,10.007741,9.288944244384766,391420,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-11,08:30,3087935,1778485080.0,1778487900.0,1778485410.0,1778487817.0,12.472,12.743206024169922,246130,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-18,10:30,3266683,1781776140.0,1781778300.0,1781776115.0,1781777894.0,8.103,7.384376525878906,422020,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-20,21:30,1543311,,,1784584292.0,1784591825.0,0.0,54.779937744140625,735445,Adhoc,MALE,escort,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-05-06,20:00,1216183,1778098500.0,1778100900.0,1778098311.0,1778101849.0,13.785612,16.22699737548828,241905,Planned,FEMALE,projectmgr,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-06-12,13:00,1275769,1781265600.0,1781268300.0,1781266169.0,1781267308.0,6.068072,6.612364768981934,172160,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-02,12:00,5007418,1782992760.0,1782993300.0,1782992911.0,1782993621.0,2.209,1.8610633611679075,373585,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-26,09:00,3307468,1782461880.0,1782464100.0,1782461524.0,1782463846.0,13.231,12.775715827941896,35185,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-25,13:30,3304128,1782394200.0,1782395100.0,1782394598.0,1782395640.0,4.244226,4.6717095375061035,100265,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-16,13:00,3404659,1784202900.0,1784206500.0,1784202864.0,1784205472.0,17.727,21.148441314697266,403705,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-17,11:00,4954840,1781689800.0,1781693100.0,1781689900.0,1781693502.0,15.683559,16.189762115478516,457035,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-29,12:00,4895681,1780053300.0,1780055100.0,1780053381.0,1780054528.0,8.692,7.934693336486816,187345,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,SPOT_2.0,2026-06-20,Non Shift,4967682,,,1781951704.0,1781956029.0,0.0,28.5466365814209,0,Adhoc,,,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-18,11:00,1180290,1781776440.0,1781779500.0,1781776051.0,1781778793.0,8.823192,8.36509895324707,384770,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-09,14:30,3373885,1783607400.0,1783610820.0,,,21.978,0.0,92620,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,BUS,2026-06-25,11:00,4983676,1782381540.0,1782384300.0,1782381706.0,1782384611.0,13.628433,10.913044929504396,399620,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,14:30,3107253,1778769000.0,1778770980.0,,,12.503,0.0,87705,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,BUS,2026-05-27,20:30,4889832,1779913800.0,1779916440.0,1779913501.0,1779914914.0,3.915,3.619442224502563,487125,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-26,09:00,3307468,1782462240.0,1782464100.0,1782461800.0,1782463846.0,12.247,11.822242736816406,8620,Planned,FEMALE,projectmgr,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-29,10:30,3319057,1782727620.0,1782728700.0,,,3.243,0.0,16845,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-18,10:30,3265355,1781776740.0,1781778300.0,1781777427.0,1781779188.0,4.273,3.523326873779297,288550,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-17,21:30,5058553,1784323800.0,1784325300.0,,,2.743,0.0,143005,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,CAB,2026-06-16,00:16,4949078,1781569860.0,1781571000.0,1781569109.0,1781571218.0,15.928,15.621904373168944,81595,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-22,18:16,4972418,1782153060.0,1782156300.0,1782151719.0,1782156341.0,17.348,20.931243896484375,98930,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-10,10:00,4930511,1781084040.0,1781085300.0,,,3.6163907,0.0,428435,,FEMALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-06-03,15:16,4910295,1780499760.0,1780501560.0,1780499653.0,1780503905.0,21.899498,20.279048919677734,201990,Planned,MALE,vendormgr,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-04,09:00,3053967,1777883940.0,1777884900.0,1777884372.0,1777885172.0,3.955,3.3952603340148926,471025,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-25,13:30,3304128,1782394200.0,1782395580.0,1782394469.0,1782396108.0,6.614863,7.204282760620117,115730,Planned,MALE,employee,Boarded,,False
