business_unit,office,product_type,trip_date,shift_type,trip_id,trip_direction,actual_escort,vendor_id,planned_cab_registration,actual_cab_registration,actual_cab_capacity,planned_km,traveled_km,planned_start_epoch,planned_end_epoch,actual_start_epoch,actual_end_epoch,delay_reason,delay_minutes,route_source,actual_cab_fuel_type,is_driver_nc,is_cab_nc,trip_nodal,plannedemployee_cnt,actualemployee_cnt,noshow_cnt
orbit-Slc,Cedar Ridge Office,CAB,"July 7, 2026",20:00,"1,321,274",LOGOUT,false,Rahul Mikhailov Travel,ZBL 779 GP,ZBL 779 GP,3,11.39,14.82,"1,783,455,300","1,783,455,900","1,783,454,848","1,783,459,538",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
orbit-Slc,Lakeside Commons,CAB,"July 9, 2026",20:00,"1,326,806",LOGOUT,true,Anjali Mikhailov Travel,ZJH 028 GP,ZJH 028 GP,3,21.39,25.53,"1,783,628,100","1,783,631,220","1,783,628,342","1,783,633,854",NODELAY,0,AUTO,Diesel,false,false,NA,2,3,0
catalyst-Sac,Santa Clara Office,CAB,"July 1, 2026",02:00,"1,517,215",LOGOUT,true,Divya Mikhailov Travel,RVT 871 GP,RVT 871 GP,4,9.52,9.5,"1,782,872,100","1,782,873,600","1,782,872,570","1,782,875,378",NODELAY,0,AUTO,Petrol,false,false,HOME,3,4,0
vanta-Aus,Cedar Ridge Office,CAB,"July 8, 2026",21:15,"1,218,419",LOGOUT,false,Meera Pavlov Travel,CPA 087 GP,CPA 087 GP,3,13.32,15.1,"1,783,546,200","1,783,549,500","1,783,544,682","1,783,548,148",NODELAY,0,AUTO,Electric,false,false,HOME,3,3,0
vanta-Aus,Cedar Ridge Office,CAB,"July 7, 2026",23:15,"1,216,559",LOGOUT,true,Priya Mikhailov Travel,HLW 506 GP,HLW 506 GP,3,26.39,6.4,"1,783,467,000","1,783,470,960","1,783,466,061","1,783,469,704",NODELAY,0,AUTO,Electric,false,false,HOME,1,2,0
catalyst-Sac,Redwood City Center,CAB,"July 11, 2026",03:30,"1,532,655",LOGOUT,false,Aarav Mikhailov Travel,RUB 559 GP,RUB 559 GP,4,27.95,26.5,"1,783,741,500","1,783,744,500","1,783,741,203","1,783,744,074",NODELAY,0,AUTO,Petrol,false,false,HOME,1,1,0
catalyst-Sac,Santa Clara Office,CAB,"July 9, 2026",21:30,"1,530,238",LOGOUT,true,Divya Mikhailov Travel,GWL 440 GP,GWL 440 GP,4,8.11,8.1,"1,783,633,500","1,783,634,400","1,783,633,916","1,783,637,202",NODELAY,0,AUTO,Petrol,false,false,NA,1,2,0
vanta-Sea,Denver Office,BUS,"July 2, 2026",09:00,"5,006,630",LOGIN,false,Isha Mikhailov Travel,OEE 971 GP,OEE 971 GP,3,13.87,12.1,"1,782,979,980","1,782,981,900","1,782,978,668","1,782,985,396",EMPLOYEE,43,MANUAL,Petrol,false,false,HOME,1,1,0
orbit-Slc,Lakeside Commons,CAB,"July 10, 2026",15:30,"1,328,233",LOGOUT,false,Anjali Mikhailov Travel,HFL 129 GP,HFL 129 GP,3,18.92,20.4,"1,783,698,300","1,783,701,660","1,783,697,738","1,783,703,434",NODELAY,0,AUTO,Electric,false,false,NA,1,1,0
vanta-Sea,Denver Office,BUS,"July 1, 2026",15:16,"5,003,934",LOGOUT,false,Priya Mikhailov Travel,PGO 659 GP,PGO 659 GP,3,15.44,14,"1,782,918,960","1,782,919,500","1,782,918,620","1,782,921,681",NODELAY,0,MANUAL,Petrol,false,false,HOME,1,1,0
orbit-Slc,Lakeside Commons,CAB,"July 8, 2026",20:00,"1,323,948",LOGOUT,false,Anjali Mikhailov Travel,VLD 281 GP,VLD 281 GP,6,6.33,9.52,"1,783,541,700","1,783,542,720","1,783,541,188","1,783,544,077",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
catalyst-Sac,Santa Clara Office,CAB,"July 15, 2026",01:00,"1,536,433",LOGOUT,true,Divya Mikhailov Travel,YMF 603 GP,YMF 603 GP,6,22.6,23.73,"1,784,078,100","1,784,080,380","1,784,078,283","1,784,083,192",NODELAY,0,AUTO,Petrol,false,false,NA,2,3,0
vanta-Sea,Denver Office,BUS,"July 1, 2026",10:00,"5,002,354",LOGIN,false,Aarav Mikhailov Travel,NLW 519 GP,NLW 519 GP,5,26.04,23.1,"1,782,894,240","1,782,899,100","1,782,894,187","1,782,902,634",TRAFFIC,43,MANUAL,Petrol,false,false,HOME,3,3,0
vanta-Aus,Cedar Ridge Office,CAB,"July 10, 2026",22:15,"1,223,138",LOGOUT,false,Sanjay Mikhailov Travel,SIN 292 GP,SIN 292 GP,3,4.59,6.4,"1,783,722,600","1,783,722,840","1,783,721,523","1,783,723,577",NODELAY,0,AUTO,Diesel,false,false,NA,3,2,1
pinnacle-Slc,Clearwater Campus,CAB,"June 4, 2026",16:30,"3,196,268",LOGOUT,false,Amit Mikhailov Travel,FUA 226 GP,FUA 226 GP,3,8.74,8.1,"1,780,590,600","1,780,592,160","1,780,591,082","1,780,593,663",NODELAY,0,AUTO,Diesel,false,false,NODAL,2,2,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 4, 2026",08:30,"3,192,779",LOGIN,false,Amit Mikhailov Travel,BGI 590 GP,BGI 590 GP,3,17.31,23.7,"1,780,557,000","1,780,561,500","1,780,557,362","1,780,561,160",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 2, 2026",08:30,"3,179,307",LOGIN,false,Rahul Orlov Travel,FKY 553 GP,FKY 553 GP,3,12.76,11.7,"1,780,385,580","1,780,388,700","1,780,385,814","1,780,388,057",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Oakmont Office,CAB,"June 1, 2026",14:30,"3,174,426",LOGOUT,false,Aarav Mikhailov Travel,NAV 008 GP,NAV 008 GP,3,1.64,1.62,"1,780,324,200","1,780,324,620","1,780,324,445","1,780,325,987",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",Non Shift,"3,196,660",LOGOUT,false,Rohan Mikhailov Travel,VTX 317 GP,VTX 317 GP,3,9.31,8.6,"1,780,516,800","1,780,520,400","1,780,518,244","1,780,519,689",EMPLOYEE,10,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Clearwater Campus,CAB,"June 2, 2026",16:30,"3,182,800",LOGOUT,false,Pooja Mikhailov Travel,WKI 291 GP,WKI 291 GP,3,5.25,8,"1,780,417,800","1,780,419,360","1,780,418,388","1,780,421,298",NODELAY,0,AUTO,Diesel,false,false,HOME,2,1,0
pinnacle-Slc,Clearwater Campus,CAB,"June 11, 2026",10:30,"3,225,692",LOGIN,false,Rahul Mikhailov Travel,NOD 974 GP,NOD 974 GP,3,4.55,5.49,"1,781,171,580","1,781,173,500","1,781,172,135","1,781,174,468",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,1
pinnacle-Slc,Clearwater Campus,CAB,"June 3, 2026",15:00,"3,188,474",LOGOUT,false,Rohan Mikhailov Travel,RXR 408 GP,RXR 408 GP,3,6.56,6.2,"1,780,498,800","1,780,499,940","1,780,498,829","1,780,501,604",NODELAY,0,AUTO,Diesel,false,false,NA,3,3,0
pinnacle-Slc,Oakmont Office,CAB,"June 2, 2026",13:30,"3,181,701",LOGOUT,false,Rohan Mikhailov Travel,EST 480 GP,EST 480 GP,3,10.96,11.8,"1,780,407,000","1,780,408,920","1,780,407,018","1,780,409,503",NODELAY,0,AUTO,Diesel,false,false,NODAL,1,1,0
pinnacle-Slc,Oakmont Office,CAB,"June 6, 2026",23:30,"3,205,236",LOGOUT,true,Arjun Mikhailov Travel,TUW 163 GP,TUW 163 GP,3,6.58,8.3,"1,780,788,600","1,780,790,040","1,780,789,235","1,780,790,413",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"June 11, 2026",09:00,"3,226,093",LOGIN,false,Karan Mikhailov Travel,ZYX 799 GP,ZYX 799 GP,3,21.98,20.87,"1,781,163,480","1,781,168,100","1,781,163,854","1,781,168,237",NODELAY,0,AUTO,Diesel,false,false,NODAL,1,1,0
pinnacle-Slc,Clearwater Campus,CAB,"July 15, 2026",08:30,"3,395,747",LOGIN,false,Aarav Mikhailov Travel,ANK 120 GP,ANK 120 GP,3,16.21,14.78,"1,784,100,120","1,784,103,900","1,784,100,245","1,784,102,943",NODELAY,0,AUTO,Diesel,false,false,NA,3,2,0
pinnacle-Slc,Oakmont Office,CAB,"July 21, 2026",15:30,"3,424,629",LOGOUT,false,Divya Mikhailov Travel,KIT 555 GP,KIT 555 GP,3,5.86,7.8,"1,784,647,800","1,784,649,420","1,784,648,056","1,784,650,100",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Clearwater Campus,CAB,"July 23, 2026",16:30,"3,440,416",LOGOUT,false,Karan Mikhailov Travel,ZOK 698 GP,ZOK 698 GP,3,21.72,21.97,"1,784,824,200","1,784,828,520","1,784,824,321","1,784,829,622",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"July 27, 2026",08:30,"3,452,262",LOGIN,false,Aarav Mikhailov Travel,MOS 532 GP,MOS 532 GP,3,3.94,4.36,"1,785,139,380","1,785,140,700","1,785,139,702","1,785,142,099",EMPLOYEE,3,AUTO,Diesel,false,false,HOME,3,3,0
catalyst-Sac,Santa Clara Office,CAB,"May 21, 2026",20:30,"1,465,982",LOGOUT,true,Vikram Mikhailov Travel,HUK 592 GP,HUK 592 GP,4,16.28,16.3,"1,779,396,300","1,779,398,760","1,779,396,823","1,779,402,739",NODELAY,0,AUTO,Petrol,false,false,NA,3,4,0
catalyst-Sac,Santa Clara Office,CAB,"May 28, 2026",02:30,"1,472,944",LOGOUT,true,Divya Mikhailov Travel,QRE 462 GP,QRE 462 GP,4,24.3,24.3,"1,779,936,300","1,779,938,940","1,779,936,399","1,779,942,475",NODELAY,0,AUTO,Petrol,false,false,NA,3,4,0
orbit-Slc,Eastgate Office,CAB,"May 13, 2026",06:30,"1,226,863",LOGIN,false,Rohan Mikhailov Travel,IPT 248 GP,IPT 248 GP,3,17.68,19.9,"1,778,649,000","1,778,652,900","1,778,649,277","1,778,652,001",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
vanta-Aus,Cedar Ridge Office,CAB,"May 26, 2026",10:00,"1,139,489",LOGIN,false,Meera Pavlov Travel,JAH 145 GP,JAH 145 GP,3,24.93,22.3,"1,779,783,900","1,779,788,700","1,779,783,864","1,779,787,788",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
orbit-Slc,Lakeside Commons,CAB,"May 12, 2026",22:00,"1,226,131",LOGOUT,true,Anjali Mikhailov Travel,MSY 860 GP,MSY 860 GP,12,34.21,37.75,"1,778,624,100","1,778,628,780","1,778,624,444","1,778,629,340",NODELAY,0,AUTO,Diesel,false,false,HOME,6,7,0
orbit-Slc,Eastgate Office,BUS,"May 13, 2026",11:00,"1,226,392",LOGIN,false,Rohan Mikhailov Travel,LPJ 414 GP,LPJ 414 GP,3,23.6,28.04,"1,778,664,000","1,778,669,100","1,778,664,521","1,778,668,303",NODELAY,0,MANUAL,Diesel,false,false,NODAL,3,3,0
vanta-Aus,Cedar Ridge Office,CAB,"May 22, 2026",20:15,"1,135,434",LOGOUT,false,Sneha Mikhailov Travel,BXD 416 GP,BXD 416 GP,3,14.95,15.3,"1,779,481,800","1,779,483,360","1,779,480,453","1,779,485,045",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,1
vanta-Sea,Denver Office,BUS,"May 4, 2026",13:00,"4,817,788",LOGIN,false,Isha Mikhailov Travel,ZFO 096 GP,ZFO 096 GP,3,18.75,17.5,"1,777,897,020","1,777,898,700","1,777,896,362","1,777,899,460",NODELAY,0,MANUAL,Electric,false,false,NA,1,1,0
vanta-Aus,Cedar Ridge Office,CAB,"May 26, 2026",23:15,"1,141,539",LOGOUT,true,Sanjay Mikhailov Travel,JMW 697 GP,JMW 697 GP,3,8.8,11.4,"1,779,838,200","1,779,839,520","1,779,837,202","1,779,839,291",NODELAY,0,AUTO,Diesel,false,false,HOME,2,3,0
vanta-Aus,Cedar Ridge Office,CAB,"May 28, 2026",12:00,"1,144,088",LOGIN,false,Sneha Mikhailov Travel,TXX 399 GP,TXX 399 GP,5,7.35,7.6,"1,779,966,480","1,779,968,700","1,779,966,889","1,779,968,511",NODELAY,0,AUTO,Diesel,false,false,NA,4,3,1
vanta-Aus,Cedar Ridge Office,CAB,"May 28, 2026",06:15,"1,144,435",LOGOUT,true,Anjali Mikhailov Travel,GGZ 877 GP,GGZ 877 GP,5,8.85,8.4,"1,779,949,800","1,779,951,840","1,779,948,783","1,779,950,151",NODELAY,0,AUTO,Diesel,false,false,NA,1,2,0
vanta-Sea,Denver Office,BUS,"June 1, 2026",14:16,"4,902,072",LOGOUT,false,Aarav Mikhailov Travel,BPW 250 GP,BPW 250 GP,5,17.28,16.9,"1,780,323,360","1,780,324,200","1,780,322,379","1,780,327,074",NODELAY,0,MANUAL,Petrol,false,false,NA,3,3,0
vanta-Sea,Denver Office,CAB,"June 2, 2026",06:00,"4,903,983",LOGIN,true,Priya Mikhailov Travel,PPO 845 GP,PPO 845 GP,3,19.74,17.6,"1,780,377,240","1,780,379,100","1,780,377,280","1,780,379,420",NODELAY,0,AUTO,Petrol,false,false,NA,2,3,0
vanta-Aus,Cedar Ridge Office,CAB,"June 18, 2026",10:00,"1,179,976",LOGIN,false,Priya Mikhailov Travel,WDU 626 GP,WDU 626 GP,3,15.58,14.5,"1,781,772,600","1,781,775,900","1,781,772,759","1,781,775,524",NODELAY,0,AUTO,Electric,false,false,HOME,3,2,1
vanta-Aus,Cedar Ridge Office,CAB,"June 25, 2026",19:15,"1,194,506",LOGOUT,false,Anjali Mikhailov Travel,WSH 185 GP,WSH 185 GP,5,4.82,10.8,"1,782,415,800","1,782,416,520","1,782,414,619","1,782,418,286",NODELAY,0,AUTO,Diesel,false,false,HOME,5,4,1
vanta-Aus,Cedar Ridge Office,CAB,"June 9, 2026",14:00,"1,163,382",LOGIN,false,Anjali Mikhailov Travel,NIK 250 GP,NIK 250 GP,3,25.59,28.9,"1,781,008,320","1,781,012,700","1,781,008,358","1,781,012,939",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
vanta-Aus,Cedar Ridge Office,CAB,"June 22, 2026",15:15,"1,187,725",LOGOUT,false,Sneha Mikhailov Travel,IPL 900 GP,IPL 900 GP,3,6.5,9.1,"1,782,142,200","1,782,144,120","1,782,140,955","1,782,143,064",NODELAY,0,AUTO,Diesel,false,false,NODAL,2,2,0
vanta-Aus,Cedar Ridge Office,CAB,"June 26, 2026",08:00,"1,195,237",LOGIN,false,Priya Mikhailov Travel,HUP 218 GP,HUP 218 GP,3,17.48,16.3,"1,782,457,140","1,782,459,900","1,782,457,248","1,782,459,609",NODELAY,0,AUTO,Electric,false,false,HOME,2,2,0
vanta-Aus,Cedar Ridge Office,CAB,"May 5, 2026",11:00,"1,102,547",LOGIN,false,Sanjay Mikhailov Travel,PHS 265 GP,PHS 265 GP,5,6.92,5.3,"1,777,974,300","1,777,977,900","1,777,974,885","1,777,977,969",NODELAY,0,AUTO,Diesel,false,false,NODAL,5,3,1
orbit-Slc,Lakeside Commons,CAB,"May 8, 2026",06:30,"1,219,775",LOGIN,false,Rahul Mikhailov Travel,DZN 274 GP,DZN 274 GP,3,29.17,32.59,"1,778,216,700","1,778,220,900","1,778,216,670","1,778,219,741",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
catalyst-Sac,Santa Clara Office,CAB,"May 4, 2026",20:30,"1,442,871",LOGOUT,false,Vikram Mikhailov Travel,WKC 101 GP,WKC 101 GP,4,28.46,28.5,"1,777,927,500","1,777,931,820","1,777,927,244","1,777,932,327",NODELAY,0,AUTO,Petrol,false,false,HOME,4,4,0
vanta-Aus,Cedar Ridge Office,CAB,"May 11, 2026",12:00,"1,112,954",LOGIN,false,Priya Mikhailov Travel,BCN 493 GP,BCN 493 GP,5,11.03,9.7,"1,778,496,420","1,778,499,900","1,778,496,595","1,778,498,885",NODELAY,0,AUTO,Diesel,false,false,HOME,4,4,0
catalyst-Sac,Santa Clara Office,CAB,"May 6, 2026",00:30,"1,445,132",LOGOUT,false,Vikram Mikhailov Travel,YRI 474 GP,YRI 474 GP,4,20.22,20.4,"1,778,028,300","1,778,029,860","1,778,028,334","1,778,031,548",NODELAY,0,AUTO,Petrol,false,false,NA,2,2,0
orbit-Slc,Cedar Ridge Office,BUS,"May 6, 2026",13:00,"1,215,551",LOGIN,false,Rahul Mikhailov Travel,YXF 483 GP,YXF 483 GP,6,21.32,28.5,"1,778,065,800","1,778,071,500","1,778,067,198","1,778,070,665",NODELAY,0,MANUAL,Diesel,false,false,NA,4,3,1
orbit-Slc,Eastgate Office,BUS,"May 18, 2026",15:00,"1,232,286",LOGIN,false,Rohan Mikhailov Travel,HGT 975 GP,HGT 975 GP,3,15.06,18.67,"1,779,111,300","1,779,115,500","1,779,112,749","1,779,115,749",NODELAY,0,MANUAL,Diesel,false,false,HOME,2,2,0
catalyst-Sac,Santa Clara Office,CAB,"May 13, 2026",23:30,"1,455,903",LOGOUT,true,Rohan Mikhailov Travel,JAA 922 GP,JAA 922 GP,4,2.14,2.2,"1,778,715,900","1,778,716,320","1,778,716,481","1,778,717,263",NODELAY,0,AUTO,Petrol,false,false,NA,1,2,0
catalyst-Sac,Santa Clara Office,CAB,"May 21, 2026",03:30,"1,465,217",LOGOUT,false,Rohan Mikhailov Travel,BPC 669 GP,BPC 669 GP,4,25.05,25.1,"1,779,335,100","1,779,335,820","1,779,334,830","1,779,338,223",NODELAY,0,AUTO,Petrol,false,false,HOME,3,3,0
catalyst-Sac,Crestwood Campus,CAB,"July 16, 2026",04:00,"1,539,308",LOGOUT,false,Divya Mikhailov Travel,OGO 162 GP,OGO 162 GP,6,11.58,11.5,"1,784,175,300","1,784,176,380","1,784,175,373","1,784,177,727",NODELAY,0,AUTO,Petrol,false,false,NA,6,6,0
vanta-Aus,Cedar Ridge Office,CAB,"July 13, 2026",23:15,"1,226,863",LOGOUT,false,Anjali Mikhailov Travel,IJQ 407 GP,IJQ 407 GP,5,19.32,20.3,"1,783,985,400","1,783,988,100","1,783,984,445","1,783,987,229",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
vanta-Aus,Cedar Ridge Office,CAB,"July 13, 2026",14:15,"1,226,131",LOGOUT,false,Sneha Mikhailov Travel,EFN 105 GP,EFN 105 GP,4,20.23,23.1,"1,783,953,000","1,783,953,780","1,783,951,694","1,783,955,367",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
vanta-Sea,Denver Office,BUS,"July 3, 2026",13:00,"5,011,639",LOGIN,false,Anjali Mikhailov Travel,LDK 477 GP,LDK 477 GP,5,29.68,28.8,"1,783,078,260","1,783,082,700","1,783,077,629","1,783,082,486",NODELAY,0,MANUAL,Petrol,false,false,HOME,2,2,0
catalyst-Sac,Santa Clara Office,CAB,"July 22, 2026",21:00,"1,546,597",LOGIN,true,Vikram Mikhailov Travel,TAM 251 GP,TAM 251 GP,4,4.61,4.83,"1,784,749,800","1,784,752,200","1,784,749,255","1,784,752,037",NODELAY,0,AUTO,Petrol,false,false,NA,3,4,0
orbit-Slc,Eastgate Office,CAB,"July 23, 2026",22:00,"1,350,705",LOGOUT,false,Rohan Mikhailov Travel,CVQ 952 GP,CVQ 952 GP,3,19.11,23.18,"1,784,844,900","1,784,848,320","1,784,844,643","1,784,848,000",NODELAY,0,AUTO,Electric,false,false,HOME,3,2,1
orbit-Slc,Cedar Ridge Office,BUS,"July 31, 2026",13:00,"1,365,888",LOGIN,false,Anjali Mikhailov Travel,YOZ 406 GP,YOZ 406 GP,3,15.61,23,"1,785,496,500","1,785,501,900","1,785,497,364","1,785,500,637",NODELAY,0,MANUAL,Diesel,false,false,HOME,2,2,0
orbit-Slc,Cedar Ridge Office,CAB,"July 29, 2026",22:00,"1,363,171",LOGOUT,false,Anjali Mikhailov Travel,GRF 998 GP,GRF 998 GP,3,32.33,37.1,"1,785,363,300","1,785,368,820","1,785,363,297","1,785,370,137",NODELAY,0,AUTO,Electric,false,false,HOME,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 11, 2026",15:00,"3,229,731",LOGOUT,false,Divya Sokolov Travel,QLM 707 GP,QLM 707 GP,3,15.32,14.22,"1,781,190,000","1,781,192,700","1,781,190,261","1,781,193,689",NODELAY,0,AUTO,Diesel,false,false,NODAL,4,3,0
vanta-Sea,Denver Office,CAB,"June 19, 2026",17:16,"4,965,765",LOGOUT,false,Priya Mikhailov Travel,ILG 609 GP,ILG 609 GP,5,8.44,6.1,"1,781,890,260","1,781,891,100","1,781,889,572","1,781,891,090",NODELAY,0,AUTO,Petrol,false,false,NA,2,1,1
pinnacle-Slc,Clearwater Campus,CAB,"June 11, 2026",17:30,"3,229,963",LOGOUT,false,Arjun Mikhailov Travel,RQF 960 GP,RQF 960 GP,3,5.24,5.6,"1,781,199,000","1,781,201,700","1,781,199,693","1,781,201,882",NODELAY,0,AUTO,Diesel,false,false,HOME,2,1,0
pinnacle-Slc,Clearwater Campus,CAB,"June 11, 2026",Non Shift,"3,236,120",LOGOUT,false,Arjun Mikhailov Travel,ZGP 480 GP,ZGP 480 GP,3,6.88,7.35,"1,781,206,200","1,781,209,800","1,781,205,450","1,781,207,664",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 11, 2026",20:00,"3,228,621",LOGOUT,true,Aarav Mikhailov Travel,BSE 953 GP,BSE 953 GP,3,9.18,9.3,"1,781,208,000","1,781,209,800","1,781,209,178","1,781,211,334",EMPLOYEE,4,AUTO,Diesel,false,false,NODAL,2,2,0
vanta-Sea,Denver Office,BUS,"July 20, 2026",12:00,"5,061,856",LOGIN,false,Isha Mikhailov Travel,OQG 686 GP,OQG 686 GP,12,26.46,25.6,"1,784,543,040","1,784,547,900","1,784,541,302","1,784,547,731",NODELAY,0,MANUAL,Petrol,false,false,HOME,6,6,0
vanta-Sea,Denver Office,CAB,"July 21, 2026",07:00,"5,064,803",LOGIN,true,Anjali Mikhailov Travel,ETI 350 GP,ETI 350 GP,3,20.2,20,"1,784,614,560","1,784,616,300","1,784,614,612","1,784,616,777",NODELAY,0,AUTO,Petrol,false,false,HOME,1,2,0
vanta-Sea,Denver Office,BUS,"July 21, 2026",12:00,"5,065,685",LOGIN,false,Sanjay Mikhailov Travel,SYP 975 GP,SYP 975 GP,5,1.65,1.9,"1,784,634,840","1,784,635,200","1,784,633,788","1,784,635,627",NODELAY,0,MANUAL,Petrol,false,false,HOME,3,3,0
vanta-Sea,Denver Office,BUS,"July 24, 2026",12:00,"5,078,622",LOGIN,false,Isha Mikhailov Travel,UDG 874 GP,UDG 874 GP,5,12.7,16.1,"1,784,890,860","1,784,893,500","1,784,889,086","1,784,893,941",NODELAY,0,MANUAL,Electric,false,false,HOME,4,3,1
vanta-Sea,Denver Office,CAB,"July 23, 2026",23:16,"5,077,334",LOGOUT,false,Aarav Mikhailov Travel,NEB 188 GP,NEB 188 GP,3,11.29,12.5,"1,784,849,460","1,784,850,900","1,784,848,464","1,784,851,127",NODELAY,0,AUTO,Petrol,false,false,HOME,2,2,0
vanta-Sea,Denver Office,CAB,"July 25, 2026",16:16,"5,082,587",LOGOUT,false,Karan Mikhailov Travel,NJY 646 GP,NJY 646 GP,3,29.46,29.6,"1,784,997,060","1,784,999,820","1,784,996,306","1,785,000,887",NODELAY,0,AUTO,Petrol,false,false,HOME,1,1,0
vanta-Sea,Denver Office,BUS,"July 28, 2026",08:01,"5,089,072",LOGIN,false,Sanjay Mikhailov Travel,WXP 233 GP,WXP 233 GP,12,2.98,2.9,"1,785,225,120","1,785,225,660","1,785,223,615","1,785,225,297",NODELAY,0,MANUAL,Petrol,false,false,NODAL,1,1,0
vanta-Sea,Denver Office,CAB,"July 27, 2026",23:16,"5,088,478",LOGOUT,false,Isha Mikhailov Travel,EGB 572 GP,EGB 572 GP,3,32.18,31.6,"1,785,195,060","1,785,198,660","1,785,194,120","1,785,198,806",NODELAY,0,AUTO,Electric,false,false,HOME,3,3,0
pinnacle-Slc,Oakmont Office,CAB,"July 2, 2026",15:00,"3,339,545",LOGOUT,false,Pooja Mikhailov Travel,UEE 447 GP,UEE 447 GP,3,23.73,24.08,"1,783,004,400","1,783,006,500","1,783,004,692","1,783,009,870",NODELAY,0,AUTO,Diesel,false,false,NA,3,3,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 29, 2026",15:00,"3,317,576",LOGOUT,false,Amit Mikhailov Travel,IIL 832 GP,IIL 832 GP,3,5.82,6.9,"1,782,745,200","1,782,746,280","1,782,745,484","1,782,747,759",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
pinnacle-Slc,Oakmont Office,CAB,"June 24, 2026",07:30,"3,295,563",LOGIN,false,Amit Mikhailov Travel,ESN 999 GP,ESN 999 GP,3,16.99,17,"1,782,282,660","1,782,285,900","1,782,283,849","1,782,285,784",NODELAY,0,AUTO,Diesel,false,false,NA,2,1,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 30, 2026",09:00,"3,323,704",LOGIN,false,Rahul Orlov Travel,WRM 089 GP,WRM 089 GP,3,21.16,21.54,"1,782,804,600","1,782,809,700","1,782,805,028","1,782,810,777",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 29, 2026",15:00,"3,319,316",LOGOUT,false,Rohan Mikhailov Travel,RKE 901 GP,RKE 901 GP,3,14.31,18.9,"1,782,745,200","1,782,748,500","1,782,745,111","1,782,750,000",NODELAY,0,AUTO,Diesel,false,false,NODAL,4,3,0
vanta-Sea,Denver Office,CAB,"May 13, 2026",21:16,"4,848,236",LOGOUT,false,Aarav Petrov Travel,GTN 231 GP,GTN 231 GP,3,27.46,30.4,"1,778,707,860","1,778,711,580","1,778,706,697","1,778,712,912",NODELAY,0,AUTO,Electric,false,false,NA,2,3,0
vanta-Sea,Denver Office,CAB,"May 8, 2026",23:16,"4,834,900",LOGOUT,true,Isha Mikhailov Travel,IGE 442 GP,IGE 442 GP,3,22.25,22.9,"1,778,283,060","1,778,287,380","1,778,282,425","1,778,286,105",NODELAY,0,AUTO,Petrol,false,false,NA,2,2,1
vanta-Sea,Denver Office,CAB,"May 19, 2026",20:16,"4,864,743",LOGOUT,false,Aarav Mikhailov Travel,KDQ 739 GP,KDQ 739 GP,3,6.98,6.8,"1,779,222,660","1,779,223,380","1,779,221,776","1,779,224,220",NODELAY,0,AUTO,Petrol,false,false,NA,2,2,0
vanta-Sea,Denver Office,CAB,"May 18, 2026",19:16,"4,860,905",LOGOUT,true,Sanjay Mikhailov Travel,HVL 472 GP,HVL 472 GP,5,11.75,11.7,"1,779,132,660","1,779,133,500","1,779,131,291","1,779,135,565",NODELAY,0,AUTO,Petrol,false,false,NA,4,5,0
vanta-Sea,Denver Office,BUS,"May 14, 2026",10:00,"4,849,597",LOGIN,false,Sanjay Mikhailov Travel,KMG 652 GP,KMG 652 GP,3,8.85,8.2,"1,778,749,800","1,778,751,900","1,778,749,844","1,778,751,681",NODELAY,0,MANUAL,Electric,false,false,NA,3,3,0
vanta-Sea,Denver Office,BUS,"May 15, 2026",10:00,"4,853,163",LOGIN,false,Isha Mikhailov Travel,EHI 275 GP,EHI 275 GP,12,3.55,3,"1,778,837,520","1,778,838,900","1,778,837,032","1,778,839,545",NODELAY,0,MANUAL,Petrol,false,false,NODAL,12,7,5
